Name,RA,DEC,S,pmax,SZcat,ACT,PSZ2,Priority
ComPACT_G162.126-68.036,26.725,-9.49167,55,0.9990227222442628,SZ_G162.16-68.03,ACT-CL J0146.9-0929,,1
ComPACT_G41.21629.358,259.13333,19.59167,39,0.9953286647796632,SZ_G041.20+29.36,ACT-CL J1716.5+1935,,1
ComPACT_G29.89536.065,248.90833,13.31667,21,0.8850513696670532,SZ_G029.88+36.08,,,3
ComPACT_G2.615-19.021,287.93333,-34.98333,45,0.9987465143203736,SZ_G002.61-19.04,,,1
ComPACT_G119.338-60.990,11.11667,1.83333,77,0.9998263716697692,SZ_G119.32-60.98,ACT-CL J0044.4+0150,,1
ComPACT_G92.156-66.046,0.8,-6.1,77,0.999834418296814,SZ_G092.12-66.05,ACT-CL J0003.2-0605,PSZ2 G092.16-66.01,1
ComPACT_G11.096-63.847,343.39167,-33.725,80,0.9997307658195496,SZ_G011.06-63.85,ACT-CL J2253.5-3343,PSZ2 G011.06-63.84,1
ComPACT_G324.64662.192,202.8,1.00833,66,0.9997395873069764,SZ_G324.66+62.18,ACT-CL J1331.1+0100,PSZ2 G324.69+62.17,1
ComPACT_G1.12145.941,229.08333,0.08333,28,0.9892992973327636,SZ_G001.12+45.96,ACT-CL J1516.3+0005,,2
ComPACT_G210.431-39.823,65.525,-15.2,40,0.9978649020195008,SZ_G210.43-39.84,ACT-CL J0422.0-1512,,1
ComPACT_G213.586-20.733,84.50833,-9.84167,42,0.9341433048248292,SZ_G213.57-20.72,,,1
ComPACT_G348.69152.453,218.75,-0.96667,29,0.9851765632629396,SZ_G348.71+52.46,,,2
ComPACT_G165.826-35.075,48.225,15.75833,24,0.9461320042610168,SZ_G165.83-35.09,,,3
ComPACT_G36.033-51.216,331.45,-18.98333,29,0.9743508100509644,SZ_G036.03-51.23,,,2
ComPACT_G229.386-15.473,95.89167,-21.38333,79,0.9978843331336976,SZ_G229.37-15.48,,PSZ2 G229.40-15.49,1
ComPACT_G183.321-36.676,57.25,4.60833,24,0.9752344489097596,SZ_G183.34-36.68,,,3
ComPACT_G0.09545.168,229.19167,-0.96667,31,0.9946708083152772,SZ_G000.12+45.17,,PSZ2 G000.04+45.13,1
ComPACT_G231.90237.120,143.85,2.55,74,0.999281108379364,SZ_G231.92+37.12,ACT-CL J0935.3+0233,,1
ComPACT_G257.13155.614,168.96667,1.48333,78,0.9999731779098512,SZ_G257.10+55.61,ACT-CL J1115.8+0129,PSZ2 G257.09+55.61,1
ComPACT_G183.545-62.894,36.8,-11.94167,42,0.9787448644638062,SZ_G183.56-62.91,,,1
ComPACT_G225.999-45.582,63.28333,-27.80833,28,0.9688714146614076,SZ_G226.02-45.59,ACT-CL J0413.1-2748,,2
ComPACT_G285.877-74.956,18.68333,-41.39167,67,0.9994877576828004,SZ_G285.82-74.95,ACT-CL J0114.7-4123,PSZ2 G285.87-74.93,1
ComPACT_G228.978-41.441,68.39167,-29.09167,33,0.9941465854644777,SZ_G229.00-41.44,ACT-CL J0433.5-2905,,1
ComPACT_G49.696-49.492,333.64167,-10.36667,44,0.971940577030182,SZ_G049.69-49.51,ACT-CL J2214.5-1022,PSZ2 G049.69-49.46,1
ComPACT_G251.40446.866,160.45833,-2.625,50,0.9908173084259032,SZ_G251.38+46.87,ACT-CL J1041.8-0237,,1
ComPACT_G56.262-47.685,334.45,-5.73333,22,0.991425395011902,SZ_G056.26-47.70,,,3
ComPACT_G207.76428.087,126.4,16.58333,38,0.9610260725021362,SZ_G207.77+28.10,,,1
ComPACT_G347.581-35.380,306.5,-51.28333,48,0.997055172920227,SZ_G347.59-35.36,ACT-CL J2025.9-5117,PSZ2 G347.58-35.35,1
ComPACT_G204.47525.361,122.59167,18.275,52,0.9771046042442322,SZ_G204.48+25.34,ACT-CL J0810.3+1816,,1
ComPACT_G168.091-56.190,36.10833,-1.7,91,0.9643224477767944,SZ_G168.06-56.18,,,1
ComPACT_G255.227-24.615,95.09167,-47.25833,24,0.95421302318573,SZ_G255.21-24.62,,,3
ComPACT_G14.798-52.286,329.575,-32.01667,24,0.984092116355896,SZ_G014.79-52.27,,,3
ComPACT_G255.365-55.332,49.86667,-45.775,24,0.991497814655304,SZ_G255.34-55.32,,,3
ComPACT_G347.413-73.027,357.725,-38.425,51,0.991772711277008,SZ_G347.43-73.01,ACT-CL J2350.8-3825,,1
ComPACT_G8.13044.063,233.63333,2.8,25,0.9868000745773317,SZ_G008.11+44.05,,,3
ComPACT_G346.327-22.179,285.48333,-50.44167,64,0.9572776556015016,SZ_G346.31-22.19,,,1
ComPACT_G347.244-52.450,332.825,-48.55833,82,0.9961056113243104,SZ_G347.26-52.46,ACT-CL J2211.2-4833,PSZ2 G347.27-52.46,1
ComPACT_G175.344-47.267,45.40833,1.91667,58,0.999044954776764,SZ_G175.34-47.28,ACT-CL J0301.6+0155,,1
ComPACT_G212.550-61.411,44.29167,-23.425,69,0.9997466206550598,SZ_G212.53-61.43,ACT-CL J0257.1-2325,PSZ2 G212.50-61.38,1
ComPACT_G355.07446.195,226.03333,-2.80833,78,0.999750554561615,SZ_G355.07+46.18,ACT-CL J1504.1-0248,PSZ2 G355.07+46.20,1
ComPACT_G256.41654.314,167.81667,0.75,63,0.9971588850021362,SZ_G256.44+54.32,ACT-CL J1111.1+0044,,1
ComPACT_G59.210-18.811,312.25,13.05833,28,0.9829325675964355,SZ_G059.19-18.82,,,2
ComPACT_G302.01771.553,192.56667,8.68333,45,0.989697277545929,SZ_G302.07+71.55,ACT-CL J1250.2+0840,,1
ComPACT_G266.560-27.330,93.96667,-57.775,65,0.9999688863754272,SZ_G266.57-27.34,ACT-CL J0615.8-5746,PSZ2 G266.54-27.31,1
ComPACT_G173.486-71.008,27.89167,-14.30833,24,0.9661980867385864,SZ_G173.53-71.00,,,3
ComPACT_G275.16171.746,184.31667,10.74167,70,0.999373972415924,SZ_G275.15+71.76,ACT-CL J1217.2+1044,,1
ComPACT_G35.21941.796,244.975,19.29167,39,0.9523530006408693,SZ_G035.20+41.79,,,1
ComPACT_G266.36357.583,174.23333,0.1,58,0.9999840259552002,SZ_G266.37+57.57,ACT-CL J1136.9+0006,,1
ComPACT_G263.05163.339,176.05,5.8,51,0.968121349811554,SZ_G263.03+63.35,ACT-CL J1144.1+0547,,1
ComPACT_G231.76953.993,158.25833,11.53333,25,0.9719632863998412,SZ_G231.79+53.98,,,3
ComPACT_G330.337-71.556,1.36667,-43.04167,37,0.8407877087593079,SZ_G330.39-71.55,,,1
ComPACT_G253.650-70.645,31.58333,-38.50833,40,0.9909852743148804,SZ_G253.63-70.63,ACT-CL J0206.3-3831,,1
ComPACT_G25.631-24.017,301.70833,-16.79167,62,0.985340416431427,SZ_G025.62-24.03,,,1
ComPACT_G83.037-79.793,5.95,-19.13333,25,0.8930302262306213,SZ_G083.05-79.78,,,3
ComPACT_G252.85264.240,173.11667,9.35,26,0.9682209491729736,SZ_G252.81+64.25,,,2
ComPACT_G45.098-43.194,326.48333,-10.1,28,0.9929723739624025,SZ_G045.11-43.21,ACT-CL J2145.9-1006,PSZ2 G045.10-43.18,2
ComPACT_G250.604-25.052,93.01667,-43.3,50,0.978434681892395,SZ_G250.60-25.04,ACT-CL J0612.0-4318,PSZ2 G250.59-25.03,1
ComPACT_G172.508-33.982,53.225,12.925,21,0.9600329995155334,SZ_G172.53-33.98,,,3
ComPACT_G61.049-58.762,345.19167,-9.925,27,0.953275740146637,SZ_G061.03-58.78,,,2
ComPACT_G27.784-45.973,324.31667,-22.54167,52,0.9998112320899964,SZ_G027.78-45.96,,PSZ2 G027.81-45.93,1
ComPACT_G16.439-24.290,298.70833,-24.7,21,0.9662631750106812,SZ_G016.46-24.30,,,3
ComPACT_G204.73815.871,113.61667,14.28333,77,0.99896502494812,SZ_G204.72+15.87,,PSZ2 G204.73+15.88,1
ComPACT_G11.68857.928,223.30833,12.425,35,0.8878800272941589,SZ_G011.66+57.92,,,1
ComPACT_G19.439-80.980,2.83333,-28.875,24,0.8385151028633118,SZ_G019.53-80.99,,PSZ2 G019.48-80.97,3
ComPACT_G228.65053.061,156.49167,12.68333,74,0.9996715784072876,SZ_G228.65+53.04,ACT-CL J1025.9+1241,,1
ComPACT_G155.963-72.162,22.68333,-11.85833,65,0.9995310306549072,SZ_G155.97-72.18,ACT-CL J0130.7-1151,PSZ2 G155.95-72.13,1
ComPACT_G9.27438.198,238.9,0.075,64,0.9995642304420472,SZ_G009.29+38.21,ACT-CL J1555.5+0004,,1
ComPACT_G266.020-21.244,104.63333,-55.94167,99,0.9978083968162536,SZ_G266.02-21.26,ACT-CL J0658.5-5557,PSZ2 G266.04-21.25,1
ComPACT_G243.082-46.661,63.30833,-39.675,31,0.9874346852302552,SZ_G243.07-46.65,,,1
ComPACT_G277.864-56.128,37.75833,-55.88333,22,0.8892188668251038,SZ_G277.85-56.11,,,3
ComPACT_G61.962-23.397,317.6,12.43333,22,0.95331472158432,SZ_G061.96-23.38,,,3
ComPACT_G295.562-60.111,19.53333,-56.63333,22,0.9107147455215454,SZ_G295.58-60.13,ACT-CL J0118.1-5637,,3
ComPACT_G199.245-24.590,74.925,0.1,46,0.9989830851554872,SZ_G199.23-24.58,,,1
ComPACT_G83.306-31.048,337.14167,20.61667,71,0.99969482421875,SZ_G083.32-31.06,,PSZ2 G083.29-31.03,1
ComPACT_G247.805-35.879,77.83333,-42.80833,45,0.9976220726966858,SZ_G247.79-35.87,,,1
ComPACT_G263.082-31.795,85.39167,-55.18333,28,0.9743093848228456,SZ_G263.10-31.80,,,2
ComPACT_G349.957-50.207,328.85833,-47.61667,24,0.9416034817695618,SZ_G349.96-50.19,,,3
ComPACT_G208.882-57.151,48.125,-20.425,51,0.992823362350464,SZ_G208.91-57.16,ACT-CL J0312.4-2025,,1
ComPACT_G154.481-36.154,39.59167,20.08333,73,0.999984860420227,SZ_G154.47-36.17,,,1
ComPACT_G209.49641.155,139.8,19.89167,22,0.9799538850784302,SZ_G209.49+41.14,,,3
ComPACT_G356.370-76.082,359.25833,-34.75833,69,0.9627606868743896,SZ_G356.37-76.10,ACT-CL J2357.0-3445,PSZ2 G356.25-76.07,1
ComPACT_G261.124-66.149,34.58333,-43.25833,72,0.999472439289093,SZ_G261.10-66.16,ACT-CL J0218.3-4315,PSZ2 G261.09-66.14,1
ComPACT_G89.307-39.831,346.59167,16.08333,34,0.97225159406662,SZ_G089.30-39.81,,,1
ComPACT_G247.94557.889,166.86667,6.59167,22,0.9420120716094972,SZ_G247.92+57.88,,,3
ComPACT_G70.102-31.788,328.925,12.525,65,0.9958043694496156,SZ_G070.09-31.80,ACT-CL J2155.7+1231,PSZ2 G070.08-31.79,1
ComPACT_G286.37864.046,185.69167,2.1,26,0.8500804305076599,SZ_G286.41+64.03,,PSZ2 G286.39+64.06,2
ComPACT_G221.79617.981,122.83333,0.59167,40,0.9962779879570008,SZ_G221.81+17.97,,,1
ComPACT_G48.917-32.962,319.025,-2.43333,57,0.9992596507072448,SZ_G048.93-32.97,ACT-CL J2116.0-0226,,1
ComPACT_G331.773-70.171,359.73333,-43.9,77,0.9973184466362,SZ_G331.79-70.19,ACT-CL J2358.9-4354,,1
ComPACT_G69.503-26.009,324.175,16.05833,21,0.9652328491210938,SZ_G069.50-26.03,,,3
ComPACT_G229.222-17.235,94.08333,-21.93333,54,0.9773672223091124,SZ_G229.24-17.23,,PSZ2 G229.23-17.23,1
ComPACT_G176.303-52.597,42.05833,-2.275,77,0.999874234199524,SZ_G176.28-52.58,ACT-CL J0248.2-0216,PSZ2 G176.25-52.57,1
ComPACT_G131.618-54.251,17.975,8.275,27,0.9666497707366944,SZ_G131.61-54.27,,,2
ComPACT_G5.066-25.950,296.83333,-35.0,37,0.9958813190460204,SZ_G005.05-25.97,,,1
ComPACT_G251.695-24.527,94.06667,-44.125,34,0.9979782700538636,SZ_G251.67-24.52,ACT-CL J0616.2-4407,,1
ComPACT_G346.202-48.097,326.76667,-50.55,28,0.9791872501373292,SZ_G346.23-48.09,,,2
ComPACT_G14.580-42.697,318.38333,-31.00833,36,0.9983301758766174,SZ_G014.56-42.71,,,1
ComPACT_G251.713-41.696,69.80833,-46.01667,56,0.9982500672340392,SZ_G251.70-41.71,ACT-CL J0439.2-4600,,1
ComPACT_G357.82944.262,228.775,-2.76667,35,0.976186752319336,SZ_G357.81+44.25,,,1
ComPACT_G54.597-18.192,309.23333,9.775,51,0.9977073669433594,SZ_G054.60-18.21,,,1
ComPACT_G134.430-49.600,20.46667,12.59167,30,0.992746889591217,SZ_G134.43-49.58,,,2
ComPACT_G201.501-27.327,73.55,-3.01667,65,0.999984622001648,SZ_G201.49-27.34,ACT-CL J0454.2-0300,PSZ2 G201.50-27.31,1
ComPACT_G175.926-49.441,44.14167,0.10833,54,0.9994914531707764,SZ_G175.93-49.46,ACT-CL J0256.5+0006,,1
ComPACT_G64.128-53.722,342.3,-5.44167,45,0.9910380840301514,SZ_G064.16-53.72,ACT-CL J2249.1-0526,PSZ2 G064.11-53.72,1
ComPACT_G243.43637.517,149.575,-4.625,23,0.9865988492965698,SZ_G243.41+37.52,,,3
ComPACT_G238.75344.827,153.13333,2.66667,64,0.9983128309249878,SZ_G238.78+44.82,ACT-CL J1012.5+0239,,1
ComPACT_G192.251-21.928,73.825,6.96667,67,0.998828113079071,SZ_G192.24-21.94,ACT-CL J0455.2+0658,,1
ComPACT_G12.80449.685,230.76667,8.6,50,0.917033076286316,SZ_G012.83+49.68,ACT-CL J1523.0+0835,PSZ2 G012.81+49.68,1
ComPACT_G39.856-39.979,321.76667,-12.16667,53,0.9656537175178528,SZ_G039.88-39.98,ACT-CL J2127.0-1210,PSZ2 G039.85-39.96,1
ComPACT_G0.650-16.022,283.675,-35.64167,29,0.995262861251831,SZ_G000.66-16.00,,,2
ComPACT_G290.32863.736,187.31667,1.40833,21,0.8400514125823975,SZ_G290.35+63.75,,,3
ComPACT_G305.685-67.084,11.19167,-50.00833,23,0.9177427291870116,SZ_G305.65-67.10,,,3
ComPACT_G143.872-56.126,24.39167,4.85833,25,0.9929376244544984,SZ_G143.90-56.11,,,3
ComPACT_G242.01851.679,159.9,5.13333,31,0.9376155138015748,SZ_G241.99+51.67,,,1
ComPACT_G240.039-19.813,95.63333,-32.41667,48,0.999273717403412,SZ_G240.05-19.83,,PSZ2 G240.03-19.81,1
ComPACT_G244.741-28.627,86.75,-39.06667,53,0.9764990210533142,SZ_G244.73-28.61,ACT-CL J0546.9-3904,PSZ2 G244.74-28.59,1
ComPACT_G219.15434.636,136.60833,10.35833,27,0.9516776204109192,SZ_G219.18+34.64,ACT-CL J0906.4+1021,,2
ComPACT_G218.82619.689,123.025,3.875,39,0.885669469833374,SZ_G218.83+19.71,,,1
ComPACT_G28.23645.728,239.225,16.0,32,0.9276252388954164,SZ_G028.26+45.73,,,1
ComPACT_G303.06976.847,192.89167,13.975,43,0.9236127138137816,SZ_G303.01+76.86,,,1
ComPACT_G358.377-47.332,323.5,-42.64167,57,0.9945619702339172,SZ_G358.35-47.33,ACT-CL J2134.0-4238,PSZ2 G358.34-47.31,1
ComPACT_G252.466-25.531,92.94167,-45.05,25,0.9061867594718932,SZ_G252.49-25.53,,,3
ComPACT_G11.911-63.530,342.96667,-33.4,61,0.999489426612854,SZ_G011.88-63.54,ACT-CL J2251.8-3324,PSZ2 G011.92-63.53,1
ComPACT_G195.382-29.092,69.29167,0.73333,65,0.9990673661231996,SZ_G195.40-29.10,ACT-CL J0437.1+0043,PSZ2 G195.39-29.08,1
ComPACT_G327.328-58.322,350.95,-54.45833,31,0.9509099125862122,SZ_G327.32-58.30,,,1
ComPACT_G19.236-73.159,353.925,-29.83333,62,0.9998937845230104,SZ_G019.19-73.17,ACT-CL J2335.6-2950,,1
ComPACT_G357.86255.781,220.38333,5.13333,43,0.973805606365204,SZ_G357.90+55.78,,,1
ComPACT_G40.823-38.010,320.29167,-10.63333,41,0.9970698356628418,SZ_G040.85-38.02,ACT-CL J2121.1-1038,,1
ComPACT_G238.76263.230,168.225,13.44167,61,0.997718095779419,SZ_G238.72+63.24,ACT-CL J1112.8+1326,PSZ2 G238.69+63.26,1
ComPACT_G292.394-57.124,24.0,-59.08333,43,0.9825384616851808,SZ_G292.42-57.14,ACT-CL J0135.9-5905,PSZ2 G292.40-57.11,1
ComPACT_G118.812-44.865,9.79167,17.90833,40,0.9863861799240112,SZ_G118.81-44.85,,,1
ComPACT_G37.214-61.315,341.875,-21.6,55,0.9969272017478944,SZ_G037.25-61.31,,,1
ComPACT_G35.978-64.100,344.59167,-22.925,58,0.9985546469688416,SZ_G035.96-64.08,ACT-CL J2258.3-2255,,1
ComPACT_G80.998-50.923,347.89167,3.63333,71,0.9999403953552246,SZ_G081.01-50.94,ACT-CL J2311.5+0338,PSZ2 G081.00-50.93,1
ComPACT_G245.725-50.789,57.75,-41.15,50,0.9968140721321106,SZ_G245.70-50.80,ACT-CL J0350.9-4109,,1
ComPACT_G249.884-77.398,25.025,-34.175,54,0.99950110912323,SZ_G249.95-77.41,ACT-CL J0140.0-3410,,1
ComPACT_G262.115-39.286,72.49167,-54.1,51,0.9972500205039978,SZ_G262.11-39.31,ACT-CL J0449.8-5406,,1
ComPACT_G62.078-46.331,335.75,-1.75,35,0.9968775510787964,SZ_G062.05-46.33,ACT-CL J2222.9-0145,,1
ComPACT_G359.073-32.121,303.00833,-41.48333,23,0.9060222506523132,SZ_G359.06-32.13,ACT-CL J2011.9-4129,PSZ2 G359.07-32.12,3
ComPACT_G212.005-25.471,79.525,-10.55,23,0.970322847366333,SZ_G212.01-25.49,,,3
ComPACT_G226.338-31.225,78.825,-24.38333,35,0.9640516638755798,SZ_G226.32-31.24,,,1
ComPACT_G4.257-72.452,354.18333,-34.3,53,0.9988932013511658,SZ_G004.29-72.43,ACT-CL J2336.7-3418,,1
ComPACT_G272.252-48.957,51.85833,-57.83333,22,0.9759861826896667,SZ_G272.23-48.95,,,3
ComPACT_G281.75875.654,187.575,13.65833,39,0.9983434677124025,SZ_G281.70+75.64,ACT-CL J1230.2+1339,,1
ComPACT_G130.266-62.622,16.225,0.05833,85,0.9989620447158812,SZ_G130.22-62.63,ACT-CL J0104.9+0003,PSZ2 G130.21-62.60,1
ComPACT_G256.57648.671,164.25,-3.625,44,0.9999938011169434,SZ_G256.56+48.65,ACT-CL J1056.9-0337,,1
ComPACT_G287.56458.595,184.90833,-3.325,68,0.9990367889404296,SZ_G287.54+58.61,ACT-CL J1219.6-0318,PSZ2 G287.54+58.63,1
ComPACT_G309.400-72.861,10.20833,-44.13333,63,0.9999946355819702,SZ_G309.46-72.87,ACT-CL J0040.8-4407,PSZ2 G309.43-72.86,1
ComPACT_G28.78735.049,249.475,12.075,32,0.9966674447059632,SZ_G028.76+35.04,,,1
ComPACT_G158.783-63.388,28.125,-4.85,24,0.836097240447998,SZ_G158.75-63.40,,,3
ComPACT_G9.98760.831,220.31667,13.24167,67,0.9982755184173584,SZ_G010.00+60.81,ACT-CL J1441.2+1314,,1
ComPACT_G85.630-72.668,2.18333,-12.96667,28,0.9723935723304749,SZ_G085.65-72.69,,,2
ComPACT_G22.65527.976,253.475,4.225,66,0.9996581077575684,SZ_G022.63+27.97,ACT-CL J1653.8+0413,,1
ComPACT_G233.239-30.026,82.06667,-29.70833,57,0.9816661477088928,SZ_G233.26-30.02,ACT-CL J0528.2-2942,PSZ2 G233.25-30.01,1
ComPACT_G222.43915.712,121.13333,-1.03333,30,0.9953125715255736,SZ_G222.45+15.69,,,2
ComPACT_G358.29956.819,219.78333,6.01667,32,0.90238356590271,SZ_G358.27+56.80,ACT-CL J1439.0+0601,,1
ComPACT_G237.543-76.747,27.075,-31.925,45,0.9960273504257202,SZ_G237.53-76.77,ACT-CL J0148.2-3155,,1
ComPACT_G76.483-57.609,349.975,-3.24167,41,0.9944960474967957,SZ_G076.47-57.59,ACT-CL J2319.8-0314,,1
ComPACT_G191.646-28.044,68.39167,4.05833,42,0.9945853352546692,SZ_G191.62-28.04,,PSZ2 G191.63-28.01,1
ComPACT_G113.085-52.119,6.73333,10.28333,25,0.9701377153396606,SZ_G113.07-52.10,,,3
ComPACT_G225.85641.821,145.525,8.95833,87,0.999519109725952,SZ_G225.84+41.84,ACT-CL J0942.0+0857,PSZ2 G225.84+41.84,1
ComPACT_G342.602-39.611,313.99167,-54.93333,58,0.993831992149353,SZ_G342.62-39.60,ACT-CL J2055.9-5456,PSZ2 G342.62-39.60,1
ComPACT_G288.64762.878,186.4,0.725,32,0.9636780023574828,SZ_G288.62+62.86,,,1
ComPACT_G312.030-78.820,10.625,-38.15,57,0.9984418749809264,SZ_G311.96-78.84,ACT-CL J0042.4-3809,PSZ2 G311.91-78.80,1
ComPACT_G334.049-49.828,334.95833,-57.13333,58,0.9980250597000122,SZ_G334.05-49.85,ACT-CL J2219.8-5708,,1
ComPACT_G201.334-31.193,70.09167,-4.76667,50,0.9990532994270324,SZ_G201.34-31.21,ACT-CL J0440.3-0445,,1
ComPACT_G123.534-61.179,13.15,1.69167,41,0.9946619868278505,SZ_G123.50-61.19,ACT-CL J0052.5+0141,,1
ComPACT_G27.26115.749,266.29167,2.24167,23,0.9771742224693298,SZ_G027.25+15.73,,PSZ2 G027.23+15.73,3
ComPACT_G220.18822.928,126.49167,4.25,28,0.977594792842865,SZ_G220.17+22.93,ACT-CL J0825.9+0414,PSZ2 G220.11+22.91,2
ComPACT_G355.236-70.034,352.83333,-37.90833,55,0.9904581308364868,SZ_G355.29-70.03,,PSZ2 G355.22-70.03,1
ComPACT_G133.024-47.410,19.90833,14.90833,41,0.997899889945984,SZ_G133.02-47.43,ACT-CL J0119.6+1454,,1
ComPACT_G110.081-74.736,9.425,-12.20833,27,0.9932639598846436,SZ_G110.04-74.72,,,2
ComPACT_G101.559-59.049,2.05,2.01667,65,0.9998470544815063,SZ_G101.59-59.04,ACT-CL J0008.1+0201,PSZ2 G101.55-59.03,1
ComPACT_G14.04938.391,240.83333,3.29167,41,0.990962564945221,SZ_G014.06+38.37,ACT-CL J1603.3+0317,PSZ2 G014.09+38.38,1
ComPACT_G215.59722.597,124.26667,7.875,68,0.9995346069335938,SZ_G215.62+22.59,ACT-CL J0817.0+0752,PSZ2 G215.61+22.61,1
ComPACT_G29.04848.107,237.14167,17.40833,37,0.9922526478767396,SZ_G029.07+48.09,ACT-CL J1548.5+1723,,1
ComPACT_G73.833-54.919,347.09167,-2.19167,75,0.9998650550842284,SZ_G073.83-54.94,ACT-CL J2308.3-0211,PSZ2 G073.82-54.92,1
ComPACT_G299.028-59.022,16.65,-57.99167,27,0.983059823513031,SZ_G299.00-59.04,ACT-CL J0106.6-5759,,2
ComPACT_G229.29254.779,158.225,13.175,65,0.9998034834861756,SZ_G229.27+54.80,ACT-CL J1032.8+1310,,1
ComPACT_G230.52071.498,174.04167,20.30833,74,0.9983470439910888,SZ_G230.46+71.49,,PSZ2 G230.48+71.51,1
ComPACT_G71.587-38.003,334.31667,9.05,44,0.9959958791732788,SZ_G071.61-38.02,ACT-CL J2217.2+0902,,1
ComPACT_G348.952-46.513,323.68333,-49.125,46,0.99881774187088,SZ_G348.98-46.52,ACT-CL J2134.7-4907,,1
ComPACT_G345.247-27.933,294.175,-52.65833,27,0.9737598299980164,SZ_G345.26-27.95,,,2
ComPACT_G240.307-50.340,58.65,-37.75,78,0.9997345805168152,SZ_G240.29-50.36,ACT-CL J0354.5-3745,PSZ2 G240.30-50.34,1
ComPACT_G210.147-21.467,82.425,-7.275,22,0.8355060815811157,SZ_G210.12-21.46,,,3
ComPACT_G19.12531.232,249.125,3.14167,79,0.9993828535079956,SZ_G019.14+31.21,ACT-CL J1636.4+0308,PSZ2 G019.12+31.23,1
ComPACT_G254.518-27.324,90.99167,-47.23333,72,0.9902955889701844,SZ_G254.53-27.34,ACT-CL J0603.9-4714,PSZ2 G254.51-27.32,1
ComPACT_G245.63970.239,175.69167,15.45833,72,0.9999306201934814,SZ_G245.67+70.26,ACT-CL J1142.7+1527,,1
ComPACT_G170.164-62.671,32.725,-7.33333,32,0.9659422636032104,SZ_G170.17-62.65,,,1
ComPACT_G16.588-50.216,327.28333,-30.70833,34,0.9927343130111694,SZ_G016.59-50.24,ACT-CL J2149.0-3042,,1
ComPACT_G92.261-55.748,356.15,3.09167,60,0.9981264472007751,SZ_G092.22-55.75,ACT-CL J2344.6+0305,PSZ2 G092.30-55.75,1
ComPACT_G349.51274.049,204.825,15.68333,52,0.9993172883987428,SZ_G349.59+74.05,ACT-CL J1339.2+1540,,1
ComPACT_G233.438-17.148,95.86667,-25.61667,44,0.9957624077796936,SZ_G233.42-17.15,,PSZ2 G233.41-17.13,1
ComPACT_G231.57060.029,163.56667,14.65,73,0.9994008541107178,SZ_G231.55+60.01,ACT-CL J1054.2+1438,PSZ2 G231.56+60.03,1
ComPACT_G217.818-44.584,62.78333,-21.96667,65,0.9974368810653688,SZ_G217.84-44.57,ACT-CL J0411.1-2158,,1
ComPACT_G30.118-60.021,339.55833,-24.63333,28,0.9913034439086914,SZ_G030.08-60.03,,,2
ComPACT_G236.795-65.937,39.68333,-34.275,36,0.9928361773490906,SZ_G236.74-65.93,ACT-CL J0238.7-3416,,1
ComPACT_G224.368-47.338,61.09167,-27.05833,46,0.977668046951294,SZ_G224.38-47.36,,PSZ2 G224.37-47.33,1
ComPACT_G221.099-44.056,64.04167,-24.075,79,0.9998157620429992,SZ_G221.09-44.08,ACT-CL J0416.1-2404,PSZ2 G221.06-44.05,1
ComPACT_G221.53048.921,150.625,14.85,38,0.882681131362915,SZ_G221.50+48.92,,,1
ComPACT_G20.27950.290,232.65,13.075,56,0.997072696685791,SZ_G020.27+50.31,ACT-CL J1530.5+1304,,1
ComPACT_G258.369-38.566,74.125,-51.26667,44,0.9959388971328736,SZ_G258.38-38.59,ACT-CL J0456.4-5116,PSZ2 G258.33-38.54,1
ComPACT_G231.10746.493,151.51667,8.025,22,0.9821428656578064,SZ_G231.12+46.47,,,3
ComPACT_G37.190-65.591,346.3,-22.825,71,0.9999637603759766,SZ_G037.15-65.60,ACT-CL J2305.1-2248,,1
ComPACT_G224.426-39.677,69.40833,-25.31667,54,0.9976212382316588,SZ_G224.41-39.69,,,1
ComPACT_G221.93827.823,131.575,5.14167,61,0.9988032579421996,SZ_G221.92+27.81,ACT-CL J0846.2+0508,,1
ComPACT_G212.501-18.192,86.375,-7.81667,21,0.9779922366142272,SZ_G212.50-18.17,,,3
ComPACT_G84.861-62.179,356.08333,-4.375,48,0.9985550045967102,SZ_G084.81-62.18,ACT-CL J2344.3-0422,PSZ2 G084.81-62.18,1
ComPACT_G222.02956.878,158.35,17.75833,24,0.8910238146781921,SZ_G222.04+56.90,,,3
ComPACT_G158.045-56.921,31.15833,0.875,41,0.99116849899292,SZ_G158.05-56.90,,,1
ComPACT_G212.106-25.550,79.49167,-10.66667,25,0.982452392578125,SZ_G212.10-25.57,,,3
ComPACT_G164.331-39.459,44.46667,13.04167,54,0.9971593618392944,SZ_G164.31-39.48,ACT-CL J0257.8+1302,PSZ2 G164.31-39.46,1
ComPACT_G277.58056.753,179.25833,-3.41667,26,0.910906970500946,SZ_G277.62+56.76,,,2
ComPACT_G231.30029.695,137.31667,-1.01667,25,0.9855624437332152,SZ_G231.28+29.68,,,3
ComPACT_G217.185-57.845,48.675,-24.90833,43,0.9946787357330322,SZ_G217.22-57.85,ACT-CL J0314.6-2454,,1
ComPACT_G198.688-15.598,82.45,5.06667,36,0.992182433605194,SZ_G198.68-15.62,,,1
ComPACT_G111.608-45.714,4.64167,16.43333,75,0.999964952468872,SZ_G111.60-45.73,ACT-CL J0018.5+1626,PSZ2 G111.61-45.71,1
