Name,RA,DEC,S,pmax,SZcat,ACT,PSZ2
ComPACT_G165.467-30.312,51.14999999999982,19.633333333333248,39,0.993124544620514,SZ_G165.45-30.28,,
ComPACT_G308.92477.057,-165.75833333333267,14.249999999999954,26,0.8651995658874512,SZ_G309.18+77.09,,
ComPACT_G0.648-16.016,-76.33333333333303,-35.64166666666652,29,0.995262861251831,SZ_G000.66-16.00,,
ComPACT_G214.59846.919,146.84999999999943,18.38333333333328,22,0.9733988046646118,SZ_G214.68+46.87,,
ComPACT_G232.84729.643,137.99999999999946,-2.174999999999992,26,0.9858208894729614,SZ_G232.91+29.59,,
ComPACT_G208.350-46.385,58.62499999999974,-16.324999999999925,40,0.8528927564620972,SZ_G208.40-46.42,,
ComPACT_G243.877-33.537,80.34999999999968,-39.29999999999985,43,0.9941650032997132,SZ_G243.85-33.58,ACT-CL J0521.3-3917,
ComPACT_G43.389-64.317,-14.099999999999936,-19.933333333333252,73,0.9932193160057068,SZ_G043.22-64.32,,
ComPACT_G148.666-43.155,32.083333333333215,15.841666666666606,44,0.9628097414970398,SZ_G148.74-43.16,,
ComPACT_G354.18256.027,-141.2416666666661,3.8333333333333153,26,0.9472824931144714,SZ_G354.13+56.09,,
ComPACT_G310.54170.151,-164.541666666666,7.433333333333295,40,0.9879388809204102,SZ_G310.32+70.14,,
ComPACT_G279.44174.598,-173.37499999999932,12.874999999999938,25,0.9124664664268494,SZ_G279.41+74.56,,
ComPACT_G317.547-83.894,11.02499999999995,-33.02499999999988,22,0.9371362328529358,SZ_G317.56-83.97,,
ComPACT_G357.82944.262,-131.22499999999948,-2.7666666666666555,35,0.976186752319336,SZ_G357.81+44.25,,
ComPACT_G186.428-17.853,74.14999999999971,13.783333333333282,42,0.9979730248451232,SZ_G186.37-17.88,,
ComPACT_G212.115-25.554,79.49166666666636,-10.674999999999947,25,0.982452392578125,SZ_G212.10-25.57,,
ComPACT_G307.225-78.743,11.791666666666629,-38.34999999999985,45,0.9787968397140504,SZ_G307.38-78.79,,
ComPACT_G9.98454.506,-134.2833333333328,9.774999999999952,39,0.9355376958847046,SZ_G010.04+54.53,,
ComPACT_G101.436-59.794,2.233333333333313,1.2916666666666712,44,0.9962474703788756,SZ_G101.47-59.82,ACT-CL J0008.8+0117,
ComPACT_G32.86542.323,-116.1833333333329,17.833333333333258,21,0.8705512285232544,SZ_G032.83+42.34,,
ComPACT_G89.695-74.570,4.216666666666642,-13.974999999999945,42,0.993803858757019,SZ_G089.93-74.58,,
ComPACT_G155.269-80.969,17.9666666666666,-19.408333333333264,27,0.9905495047569276,SZ_G155.34-80.94,,
ComPACT_G222.43915.712,121.13333333333289,-1.033333333333337,30,0.9953125715255736,SZ_G222.45+15.69,,
ComPACT_G9.22243.767,-125.66666666666616,3.26666666666665,26,0.9428765773773192,SZ_G009.21+43.80,,
ComPACT_G167.635-31.985,51.4999999999998,17.158333333333275,29,0.997500479221344,SZ_G167.59-32.00,ACT-CL J0325.9+1709,
ComPACT_G277.683-60.849,32.6833333333332,-52.216666666666455,21,0.959560215473175,SZ_G277.61-60.91,,
ComPACT_G237.00363.322,167.84999999999937,14.149999999999936,45,0.9929749965667723,SZ_G236.90+63.33,ACT-CL J1111.3+1409,
ComPACT_G347.93961.608,-147.38333333333273,5.849999999999967,30,0.8869075179100037,SZ_G347.87+61.66,,
ComPACT_G280.90157.888,-178.6583333333326,-2.999999999999992,28,0.9653321504592896,SZ_G280.99+57.88,,
ComPACT_G172.160-35.779,51.74166666666646,11.824999999999951,45,0.996729850769043,SZ_G172.20-35.78,,
ComPACT_G212.21026.637,126.64166666666618,12.383333333333292,27,0.9699364900588988,SZ_G212.15+26.65,,
ComPACT_G348.740-54.101,-25.324999999999875,-47.14999999999981,22,0.9705055952072144,SZ_G348.63-54.08,,
ComPACT_G86.843-65.382,-1.4416666666665854,-6.599999999999971,23,0.9631915092468262,SZ_G086.77-65.32,,
ComPACT_G2.296-18.077,-73.2749999999997,-34.93333333333319,27,0.8664308786392212,SZ_G002.24-18.03,,
ComPACT_G36.34033.147,-106.1749999999996,17.074999999999932,28,0.9843028783798218,SZ_G036.32+33.20,,
ComPACT_G196.619-31.522,67.78333333333305,-1.4499999999999862,24,0.932454228401184,SZ_G196.57-31.54,,
ComPACT_G216.05440.240,140.7833333333327,14.924999999999937,31,0.9553239345550536,SZ_G216.15+40.23,,
ComPACT_G142.432-56.962,23.374999999999893,4.308333333333311,39,0.9686527252197266,SZ_G142.43-57.02,,
ComPACT_G70.747-23.193,-37.224999999999845,18.78333333333325,50,0.9668452143669128,SZ_G070.69-23.16,,
ComPACT_G308.17673.677,-165.641666666666,10.866666666666635,75,0.9715760350227356,SZ_G308.44+73.66,,
ComPACT_G290.32463.744,-172.68333333333268,1.4166666666666634,21,0.8400514125823975,SZ_G290.35+63.75,,
ComPACT_G31.21944.791,-119.04999999999951,17.599999999999923,23,0.8164842128753662,SZ_G031.19+44.77,,
ComPACT_G110.756-55.933,6.033333333333306,6.29166666666664,31,0.9960753321647644,SZ_G110.75-55.97,,
ComPACT_G223.738-36.029,73.09166666666636,-23.77499999999992,21,0.9578892588615416,SZ_G223.77-36.08,,
ComPACT_G63.910-21.567,-42.76666666666648,14.974999999999934,31,0.9645254611968994,SZ_G063.94-21.52,,
ComPACT_G111.326-44.320,4.166666666666645,17.766666666666588,28,0.9103334546089172,SZ_G111.31-44.28,,
ComPACT_G307.502-72.987,10.999999999999952,-44.07499999999983,88,0.9400246739387512,SZ_G307.39-72.92,,
ComPACT_G221.15255.791,157.0999999999994,17.791666666666586,30,0.8994754552841187,SZ_G221.10+55.75,,
ComPACT_G329.329-52.801,-17.33333333333324,-57.69166666666644,21,0.9158523678779602,SZ_G329.33-52.78,,
ComPACT_G66.398-28.537,-35.74166666666649,12.316666666666622,61,0.9158858060836792,SZ_G066.47-28.50,,
ComPACT_G11.47836.221,-118.47499999999953,0.3916666666666762,22,0.9737499952316284,SZ_G011.56+36.22,,
ComPACT_G43.008-37.781,-39.12499999999983,-8.991666666666625,30,0.9880164265632628,SZ_G043.02-37.85,,
ComPACT_G138.886-42.432,25.241666666666585,18.89999999999992,39,0.992997407913208,SZ_G138.92-42.49,ACT-CL J0140.8+1853,
ComPACT_G228.172-24.375,86.49166666666633,-23.65833333333323,21,0.9651101231575012,SZ_G228.21-24.44,,
ComPACT_G218.76527.359,129.85833333333278,7.42499999999997,26,0.9668723940849304,SZ_G218.80+27.30,,
ComPACT_G252.97160.890,170.82499999999936,6.883333333333304,23,0.9425063133239746,SZ_G253.06+60.86,,
ComPACT_G268.705-81.673,18.491666666666596,-33.89999999999988,45,0.881912887096405,SZ_G268.88-81.72,,
ComPACT_G270.66774.077,-175.7999999999993,13.416666666666604,25,0.9216313362121582,SZ_G270.45+74.10,,
ComPACT_G149.681-47.962,30.74999999999987,11.158333333333292,21,0.924360454082489,SZ_G149.71-47.90,,
ComPACT_G341.13156.349,-147.0999999999994,-0.4583333333333217,23,0.818891704082489,SZ_G341.25+56.35,,
ComPACT_G341.29456.319,-147.0083333333328,-0.4333333333333233,22,0.9588934779167176,SZ_G341.25+56.35,,
ComPACT_G207.324-19.532,82.958333333333,-4.041666666666653,25,0.9621408581733704,SZ_G207.31-19.51,,
ComPACT_G193.558-45.434,54.66666666666646,-6.758333333333312,31,0.9875438213348388,SZ_G193.50-45.41,,
ComPACT_G50.820-24.838,-47.02499999999985,3.241666666666652,33,0.9864304065704346,SZ_G050.80-24.81,ACT-CL J2051.8+0314,
ComPACT_G74.359-46.515,-18.299999999999983,4.266666666666639,32,0.9963018894195556,SZ_G074.44-46.47,,
ComPACT_G359.08958.775,-141.39166666666608,7.641666666666632,26,0.8964933753013611,SZ_G359.03+58.82,,
ComPACT_G359.01058.882,-141.49999999999943,7.683333333333305,21,0.9765601754188538,SZ_G359.03+58.82,,
ComPACT_G193.080-82.406,20.699999999999907,-24.33333333333324,36,0.9970894455909728,SZ_G193.30-82.34,ACT-CL J0122.7-2420,
ComPACT_G237.878-44.817,65.50833333333307,-35.991666666666525,23,0.9862194657325744,SZ_G237.89-44.82,,
ComPACT_G292.229-73.600,16.98333333333326,-43.18333333333316,22,0.9686766266822816,SZ_G292.12-73.63,ACT-CL J0107.9-4311,
ComPACT_G4.12958.325,-139.3416666666661,9.374999999999952,34,0.967888355255127,SZ_G004.17+58.33,ACT-CL J1442.5+0922,
ComPACT_G226.843-20.085,90.32499999999963,-20.94999999999992,26,0.9890584349632264,SZ_G226.87-20.07,,
ComPACT_G313.89766.567,-162.791666666666,4.066666666666651,31,0.9824658632278442,SZ_G313.94+66.61,ACT-CL J1308.7+0404,
ComPACT_G19.36155.900,-132.77499999999944,15.099999999999923,26,0.9496235847473145,SZ_G019.47+55.87,,
ComPACT_G19.58455.854,-132.67499999999944,15.191666666666595,23,0.9482763409614564,SZ_G019.47+55.87,,
ComPACT_G241.788-72.304,31.683333333333213,-34.39999999999987,24,0.9693205952644348,SZ_G241.65-72.27,,
ComPACT_G247.804-35.885,77.82499999999966,-42.80833333333315,45,0.9976220726966858,SZ_G247.79-35.87,,
ComPACT_G15.96466.323,-143.2833333333328,18.25833333333326,25,0.9255366325378418,SZ_G016.05+66.33,,
ComPACT_G2.17351.281,-134.53333333333276,4.074999999999975,48,0.9637629389762878,SZ_G002.14+51.26,,
ComPACT_G202.37725.856,122.3416666666662,20.216666666666587,33,0.97712242603302,SZ_G202.39+25.86,,
ComPACT_G350.20368.746,-151.3499999999994,11.891666666666625,74,0.999672532081604,SZ_G350.22+68.75,ACT-CL J1354.5+1153,
ComPACT_G23.03631.202,-109.2166666666662,6.04999999999998,35,0.9636952877044678,SZ_G022.98+31.19,,
ComPACT_G8.13344.075,-126.37499999999947,2.808333333333328,25,0.9868000745773317,SZ_G008.11+44.05,,
ComPACT_G22.22742.617,-119.7416666666662,10.78333333333329,23,0.981336772441864,SZ_G022.18+42.63,,
ComPACT_G20.48720.723,-101.14999999999957,-1.033333333333337,22,0.9808995723724364,SZ_G020.46+20.74,,
ComPACT_G248.80557.732,167.06666666666598,6.149999999999974,28,0.9535890817642212,SZ_G248.83+57.78,,
ComPACT_G113.502-64.129,8.758333333333288,-1.5583333333333298,39,0.9653186798095704,SZ_G113.66-64.11,,
ComPACT_G348.68252.447,-141.2499999999994,-0.9749999999999902,29,0.9851765632629396,SZ_G348.71+52.46,,
ComPACT_G137.494-51.526,22.00833333333325,10.308333333333294,28,0.978383481502533,SZ_G137.40-51.57,,
ComPACT_G55.815-52.071,-22.06666666666665,-8.449999999999958,25,0.983824610710144,SZ_G055.86-52.01,,
ComPACT_G102.636-61.827,3.433333333333315,-0.4499999999999974,49,0.9889041781425476,SZ_G102.80-61.85,,
ComPACT_G208.069-16.387,86.08333333333299,-3.224999999999977,26,0.932507574558258,SZ_G208.08-16.39,,
ComPACT_G180.136-21.769,67.23333333333309,16.174999999999937,24,0.948439598083496,SZ_G180.13-21.76,,
ComPACT_G218.95143.496,144.75833333333276,14.249999999999954,21,0.917051374912262,SZ_G218.93+43.56,,
ComPACT_G17.16447.179,-125.54999999999951,9.791666666666623,21,0.8218082785606384,SZ_G017.08+47.19,,
ComPACT_G175.622-28.469,59.199999999999775,14.883333333333264,49,0.9981094598770142,SZ_G175.69-28.44,,
ComPACT_G53.991-60.563,-15.33333333333326,-13.883333333333276,69,0.99957674741745,SZ_G054.05-60.60,ACT-CL J2258.6-1352,
ComPACT_G20.32451.937,-128.84999999999943,13.841666666666605,21,0.8718106150627136,SZ_G020.41+51.88,,
ComPACT_G177.376-67.054,31.82499999999988,-12.599999999999952,23,0.9594767093658448,SZ_G177.52-67.10,,
ComPACT_G25.25840.983,-117.22499999999955,12.083333333333286,31,0.9867976307868958,SZ_G025.22+41.04,,
ComPACT_G198.175-36.108,64.49999999999976,-4.908333333333325,30,0.9714078307151794,SZ_G198.11-36.12,,
ComPACT_G355.982-59.756,-19.683333333333348,-41.55833333333318,37,0.9285379648208618,SZ_G356.04-59.77,,
ComPACT_G168.154-56.194,36.13333333333319,-1.7249999999999943,91,0.9643224477767944,SZ_G168.06-56.18,,
ComPACT_G183.321-36.676,57.249999999999744,4.608333333333318,24,0.9752344489097596,SZ_G183.34-36.68,,
ComPACT_G79.749-66.398,-3.2500000000000524,-9.09166666666662,26,0.9838392734527588,SZ_G079.58-66.44,,
ComPACT_G193.463-69.808,32.99166666666653,-18.999999999999936,44,0.9496707320213318,SZ_G193.65-69.79,,
ComPACT_G80.630-54.664,-10.049999999999937,0.4999999999999943,56,0.9983243346214294,SZ_G080.69-54.68,ACT-CL J2319.7+0030,
ComPACT_G229.13631.770,138.09999999999943,1.6583333333333234,34,0.978501796722412,SZ_G229.13+31.76,,
ComPACT_G71.458-59.156,-10.933333333333332,-6.158333333333298,34,0.9940358400344848,SZ_G071.43-59.13,ACT-CL J2316.2-0609,
ComPACT_G210.092-15.422,87.83333333333297,-4.516666666666649,24,0.9593459367752076,SZ_G210.12-15.40,,
ComPACT_G355.82862.514,-145.25833333333273,9.016666666666625,42,0.998815894126892,SZ_G355.74+62.46,ACT-CL J1418.9+0900,
ComPACT_G236.99350.482,157.03333333333268,6.94166666666665,23,0.8984447717666626,SZ_G237.04+50.46,,
ComPACT_G131.139-75.572,14.949999999999935,-12.83333333333329,31,0.9595922827720642,SZ_G131.30-75.50,,
ComPACT_G165.653-46.283,41.04999999999984,7.02499999999997,21,0.8446441888809204,SZ_G165.64-46.35,,
ComPACT_G28.92753.866,-128.56666666666612,19.36666666666659,34,0.9844427704811096,SZ_G029.04+53.91,,
ComPACT_G174.759-76.597,23.933333333333238,-18.424999999999923,26,0.9809118509292604,SZ_G174.98-76.65,,
ComPACT_G218.27224.784,127.3416666666662,6.658333333333318,24,0.927810788154602,SZ_G218.21+24.83,,
ComPACT_G230.517-44.463,65.19999999999976,-30.74999999999987,25,0.9842635989189148,SZ_G230.57-44.52,ACT-CL J0420.7-3044,
ComPACT_G289.90571.713,-171.24999999999932,9.258333333333308,44,0.9989823698997498,SZ_G289.99+71.67,ACT-CL J1234.9+0915,
ComPACT_G84.242-46.463,-12.949999999999958,8.508333333333304,23,0.9748695492744446,SZ_G084.22-46.45,,
ComPACT_G209.39433.077,131.7833333333328,17.149999999999924,34,0.9650979042053224,SZ_G209.36+33.09,,
ComPACT_G235.88061.654,166.116666666666,13.683333333333287,31,0.9769540429115297,SZ_G235.89+61.59,,
ComPACT_G355.93745.676,-133.17499999999947,-2.749999999999982,21,0.90685772895813,SZ_G355.98+45.73,,
ComPACT_G351.31760.434,-145.3666666666661,6.024999999999982,23,0.9808850288391112,SZ_G351.44+60.48,,
ComPACT_G225.31048.307,151.1749999999994,12.333333333333297,32,0.987038791179657,SZ_G225.35+48.36,,
ComPACT_G146.372-49.422,28.124999999999904,10.649999999999949,23,0.9596630930900574,SZ_G146.37-49.46,,
ComPACT_G144.047-43.634,28.649999999999896,16.633333333333283,27,0.9912680387496948,SZ_G144.13-43.61,,
ComPACT_G356.12754.907,-139.66666666666612,3.816666666666641,47,0.9031893610954284,SZ_G356.22+54.89,,
ComPACT_G250.94047.011,160.3333333333327,-2.2999999999999843,23,0.9500539898872375,SZ_G250.91+46.94,,
ComPACT_G283.69263.387,-175.63333333333264,1.7916666666666654,60,0.9363074898719788,SZ_G283.79+63.45,,
ComPACT_G294.76258.249,-171.44166666666598,-4.349999999999984,30,0.978930115699768,SZ_G294.89+58.26,,
ComPACT_G295.02858.266,-171.29999999999933,-4.349999999999984,22,0.9609268307685852,SZ_G294.89+58.26,,
ComPACT_G1.749-42.473,-43.066666666666464,-40.37499999999983,23,0.920754075050354,SZ_G001.72-42.51,,
ComPACT_G18.58951.494,-128.94999999999945,12.683333333333271,21,0.9242485165596008,SZ_G018.66+51.55,,
ComPACT_G235.17643.409,150.48333333333275,3.933333333333309,26,0.9653865694999696,SZ_G235.20+43.38,,
ComPACT_G269.045-65.721,32.13333333333321,-46.00833333333316,23,0.906192421913147,SZ_G268.93-65.74,,
ComPACT_G101.520-61.210,2.733333333333333,-0.0333333333333227,26,0.8720237612724304,SZ_G101.66-61.21,,
ComPACT_G161.964-32.936,46.94166666666648,19.408333333333264,33,0.991319477558136,SZ_G161.96-32.93,,
ComPACT_G204.027-15.954,84.64999999999966,0.4083333333333249,46,0.925534725189209,SZ_G204.08-15.97,,
ComPACT_G177.756-53.493,42.0166666666665,-3.5249999999999844,64,0.9991220831871032,SZ_G177.74-53.52,ACT-CL J0248.0-0331,
ComPACT_G0.004-27.114,-63.23333333333303,-39.67499999999985,48,0.998390793800354,SZ_G000.00-27.13,,
ComPACT_G76.940-80.244,5.399999999999969,-20.158333333333243,35,0.9702976942062378,SZ_G076.55-80.28,,
ComPACT_G87.303-45.715,-11.558333333333216,10.29166666666662,59,0.9753296971321106,SZ_G087.22-45.69,,
ComPACT_G310.79575.020,-165.066666666666,12.274999999999949,27,0.9631041288375854,SZ_G310.88+75.00,,
ComPACT_G24.37252.684,-128.46666666666613,16.399999999999945,50,0.9863858222961426,SZ_G024.42+52.68,,
ComPACT_G261.617-40.871,69.92499999999974,-53.49999999999978,37,0.9930728077888488,SZ_G261.65-40.89,ACT-CL J0439.7-5330,
ComPACT_G173.189-75.110,24.79166666666656,-17.124999999999925,27,0.9671698212623596,SZ_G173.18-75.04,,
ComPACT_G316.67266.070,-161.59999999999937,3.791666666666643,34,0.8442792296409607,SZ_G316.56+66.05,,
ComPACT_G247.71361.758,169.66666666666603,9.291666666666632,36,0.9843997955322266,SZ_G247.61+61.76,,
ComPACT_G208.098-38.269,66.24166666666642,-12.91666666666661,27,0.9610633850097656,SZ_G208.02-38.30,,
ComPACT_G179.312-42.774,50.5999999999998,2.9833333333333174,26,0.9717556834220886,SZ_G179.31-42.81,,
ComPACT_G353.818-59.960,-18.941666666666617,-42.516666666666495,28,0.9563982486724854,SZ_G353.73-59.96,,
ComPACT_G235.532-17.410,96.44166666666628,-27.566666666666563,41,0.9956027269363404,SZ_G235.48-17.47,,
ComPACT_G20.12253.717,-130.54999999999947,14.524999999999936,52,0.9713836908340454,SZ_G020.12+53.79,,
ComPACT_G195.011-41.813,58.31666666666643,-5.733333333333299,37,0.9683890342712402,SZ_G195.03-41.74,,
ComPACT_G307.34278.457,-166.22499999999937,15.616666666666594,63,0.9998558759689332,SZ_G307.51+78.44,ACT-CL J1255.0+1536,
ComPACT_G310.219-61.762,6.849999999999981,-55.024999999999785,21,0.856357991695404,SZ_G310.29-61.78,,
ComPACT_G120.567-62.477,11.76666666666663,0.3750000000000021,41,0.967365562915802,SZ_G120.47-62.51,,
ComPACT_G333.66178.624,-161.0833333333327,17.22499999999992,54,0.8987464308738708,SZ_G333.89+78.61,,
ComPACT_G220.90741.513,143.53333333333276,12.108333333333285,22,0.8706743717193604,SZ_G220.91+41.59,,
ComPACT_G110.920-71.539,9.033333333333298,-9.024999999999974,21,0.9674709439277648,SZ_G110.88-71.46,,
ComPACT_G63.145-42.842,-26.46666666666658,1.0499999999999856,27,0.9666001796722412,SZ_G063.22-42.81,,
ComPACT_G184.738-60.430,39.14999999999986,-10.899999999999958,29,0.9894264936447144,SZ_G184.88-60.41,,
ComPACT_G241.60951.024,159.22499999999937,4.924999999999973,37,0.8910859227180481,SZ_G241.52+51.04,,
ComPACT_G212.485-33.225,72.46666666666637,-14.124999999999936,42,0.955485463142395,SZ_G212.39-33.22,,
ComPACT_G184.582-58.042,41.03333333333316,-9.391666666666625,55,0.9995375871658324,SZ_G184.53-58.02,ACT-CL J0244.1-0923,
ComPACT_G19.723-57.883,-23.6833333333332,-29.624999999999886,25,0.9797357320785522,SZ_G019.63-57.90,,
ComPACT_G318.93470.248,-161.741666666666,8.049999999999958,45,0.9986771941184998,SZ_G318.87+70.23,ACT-CL J1312.9+0802,
ComPACT_G181.296-27.607,63.24999999999978,11.674999999999962,30,0.9202407002449036,SZ_G181.27-27.64,,
ComPACT_G245.63970.239,175.69166666666598,15.45833333333328,72,0.9999306201934814,SZ_G245.67+70.26,ACT-CL J1142.7+1527,
ComPACT_G43.182-47.673,-30.058333333333184,-13.32499999999996,22,0.9885085225105286,SZ_G043.16-47.73,,
ComPACT_G210.84432.054,131.27499999999944,15.633333333333267,21,0.9260123372077942,SZ_G210.76+32.07,,
ComPACT_G0.576-75.948,-1.4499999999999609,-33.91666666666652,25,0.9314144253730774,SZ_G000.66-75.99,,
ComPACT_G150.786-59.826,26.44166666666656,0.0749999999999953,42,0.8663467168807983,SZ_G150.86-59.84,,
ComPACT_G83.193-61.445,-4.983333333333346,-4.208333333333318,27,0.9861682057380676,SZ_G083.05-61.47,,
ComPACT_G23.458-32.320,-50.81666666666644,-21.56666666666658,37,0.997757852077484,SZ_G023.49-32.31,,
ComPACT_G227.63746.755,150.5333333333327,10.216666666666624,36,0.9201527237892152,SZ_G227.71+46.82,,
ComPACT_G5.89559.849,-140.0249999999995,11.016666666666628,35,0.9741047024726868,SZ_G006.03+59.84,,
ComPACT_G312.50563.042,-162.81666666666598,0.49166666666667,53,0.9574517011642456,SZ_G312.49+63.12,,
ComPACT_G334.705-73.532,1.5083333333333329,-40.67499999999984,52,0.9896915555000304,SZ_G334.58-73.57,,
ComPACT_G44.132-26.991,-48.224999999999774,-3.033333333333314,27,0.9864193797111512,SZ_G044.06-27.03,,
ComPACT_G224.29619.876,125.6333333333328,-0.5666666666666653,25,0.9669838547706604,SZ_G224.30+19.81,,
ComPACT_G229.00925.046,132.29166666666612,-1.7333333333333187,28,0.9024478197097778,SZ_G229.04+25.01,,
ComPACT_G246.12855.572,164.46666666666604,5.774999999999972,50,0.9796776175498962,SZ_G246.16+55.63,,
ComPACT_G26.032-26.770,-55.48333333333316,-17.508333333333255,35,0.9959179759025574,SZ_G026.10-26.76,,
