name,RA,DEC,pmax,S,Priority,z,zType,zSource,zCluster,zCluster_err,zCluster_delta,zZazn,zZazn_err,zZazn_sig1,zZazn_sig2,M500,e_M500,E_M500,mSource,Mact,e_Mact,E_Mact,Mplanck,e_Mplanck,E_Mplanck
ComPACT_G229.386-15.473,95.89167,-21.38333,0.9978843331336976,79,1,0.463,phot,ACTDR6,,,,,,,,5.858369737125151,1.157549942649505,0.96656687401624,ACTDR6,,,,6.391891107235339,0.718285053112995,0.6594559709100363
ComPACT_G183.321-36.676,57.25,4.60833,0.9752344489097596,24,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G0.095+45.168,229.19167,-0.96667,0.9946708083152772,31,1,0.119,spec,ACTDR6,0.15,0.114654849694357,1.3615320694280435,0.1203,0.0361651231466058,0.999,0.988,3.9600000381469727,0.3899999856948852,0.3700000047683716,PSZ2,4.758044100129227,0.6294641424863207,0.57818837660836,4.499219778440163,0.6525425107096956,0.5849820239585943
ComPACT_G231.902+37.120,143.85,2.55,0.999281108379364,74,1,0.512,spec,ACTDR5,0.49,0.1485528052561669,15.135597679188836,0.5077,0.0486710311239289,1.0,0.997,7.554188520624828,1.3931767913999389,1.1762479520815188,ACTDR6,2.4336900656297056,2.7288200026651297,1.6623973078945544,2.329228997053932,2.3275070376703724,1.3276900647799166
ComPACT_G257.131+55.614,168.96667,1.48333,0.9999731779098512,78,1,0.35,spec,MCXC2,0.38,0.1375858196332284,9.022942087519116,0.3732,0.0443291503212703,0.997,0.984,6.860000133514404,0.5299999713897705,0.5400000214576721,PSZ2,7.296981578116728,0.7490741903261288,0.6983555125717675,7.267828956292591,0.8566433524686887,0.78331460637538
ComPACT_G183.545-62.894,36.8,-11.94167,0.9787448644638062,42,1,1.38,phot,MaDCoWS_II,1.12,0.2113637229148147,5.355044574066979,,,,,4.4598209992466336,1.7298219021865089,2.457703805802599,yact,4.4598209992466336,2.457703805802599,1.7298219021865089,4.570899359719111,2.19397380583435,1.5565761120579638
ComPACT_G225.999-45.582,63.28333,-27.80833,0.9688714146614076,28,2,0.61,phot,ACT-MCMF,0.59,0.158522792186111,6.603941036600771,,,,,3.796277367600015,0.8197292912526182,0.674158420021565,ACTDR6,6.399898286895229,2.47364554810302,1.92649447451425,6.002715929510119,2.0807645109651123,1.6186889334726935
ComPACT_G285.877-74.956,18.68333,-41.39167,0.9994877576828004,67,1,0.213,spec,PSZ2,0.38,0.1375858196332284,41.23577550656696,0.3874,0.0447875496327777,1.0,0.993,4.5,0.4199999868869781,0.4300000071525574,PSZ2,4.593671147686045,0.471492201302715,0.4400621616415006,4.83101785566571,0.8071460506915412,0.7121630597540137
ComPACT_G228.978-41.441,68.39167,-29.09167,0.9941465854644777,33,1,0.406,phot,ACT-MCMF,0.41,0.1405768157122116,10.594583089523091,0.4245,0.0459851985381951,0.99,0.972,5.061763554614092,4.094373253210035,5.929606232035575,PSZ-MCMF,3.6167121108648232,2.4203168241008712,1.5814952008656045,4.3940475386640765,0.9197473335255668,0.7874351170577387
ComPACT_G49.696-49.492,333.64167,-10.36667,0.971940577030182,44,1,0.098,spec,PSZ1,0.15,0.114654849694357,0.7295907406935636,0.1033,0.0356163352384631,1.0,0.986,3.630000114440918,0.3000000119209289,0.3000000119209289,PSZ2,4.172275866058604,0.26195235559497,0.25083332897833,4.000464541416768,0.3746805168360156,0.348785281804055
ComPACT_G251.404+46.866,160.45833,-2.625,0.9908173084259032,50,1,0.216,spec,ACT-MCMF,0.22,0.1216338405453179,8.811062091122244,0.2275,0.0396257151320705,0.999,0.971,2.991658,0.683511,0.778886,ComPRASS,4.742247247517724,0.867537104409355,0.7690065888811287,4.398848151780388,0.9786183701835,0.8300828274725356
ComPACT_G56.262-47.685,334.45,-5.73333,0.991425395011902,22,3,,,,0.55,0.1545347974141334,1.0932974914644835,,,,,,,,,,,,,,
ComPACT_G207.764+28.087,126.4,16.58333,0.9610260725021362,38,1,0.203,spec,ACTDR6,0.19,0.1186428444663346,3.4427523101939093,0.2083,0.0390059076122858,0.996,0.971,2.8856657484299864,0.7766549849337,0.6119525982401237,ACTDR6,1.6545134228353655,1.8681367726990303,1.073445567517605,3.1879673084685627,0.7479573746793288,0.6290265245804094
ComPACT_G347.581-35.380,306.5,-51.28333,0.997055172920227,48,1,0.221,phot,ACT-MCMF,0.22,0.1216338405453179,10.621907318042958,0.2444,0.0401712748760477,1.0,0.993,4.329999923706055,0.4300000071525574,0.449999988079071,PSZ2,3.4689157261153163,0.6971001734235962,0.6106738319724063,3.968864777373556,0.5704756916434757,0.5118929557268269
ComPACT_G204.475+25.361,122.59167,18.275,0.9771046042442322,52,1,0.422,spec,ACTDR6,0.44,0.1435678117911948,6.70284730774039,0.4217,0.0458948099415598,1.0,0.999,2.5570591489202967,0.6194506180473306,0.4986516605910928,ACTDR6,5.73738213528523,1.3960006111010612,1.188541297503915,7.09766852532614,0.8419620940511425,0.7694624711459375
ComPACT_G168.091-56.190,36.10833,-1.7,0.9643224477767944,91,1,,,,0.5700000000000001,0.1565287948001222,2.1042840575858084,,,,,,,,,,,,,,
ComPACT_G255.227-24.615,95.09167,-47.25833,0.95421302318573,24,3,0.237,phot,SPT-MCMF,0.25,0.1246248366243011,7.414353173105107,0.2568,0.0405715672325754,0.998,0.97,2.653292,297026100000000.0,232137100000000.0,PSZSPT,3.172093283670656,1.2083634699616537,0.9466048194135732,2.7255851869600702,1.430006022984088,0.983497962124084
ComPACT_G14.798-52.286,329.575,-32.01667,0.984092116355896,24,3,1.029,phot,ACTDR6,,,,,,,,3.523341144985064,0.6990898053310463,0.5833445008681606,ACTDR6,,,,3.041370047162277,1.2045889218623416,0.9056602451572108
ComPACT_G255.365-55.332,49.86667,-45.775,0.991497814655304,24,3,,,,0.16,0.1156518483873514,0.3283492413107443,,,,,,,,,,,,,,
ComPACT_G347.413-73.027,357.725,-38.425,0.991772711277008,51,1,0.234,phot,RASS-MCMF,0.22,0.1216338405453179,9.915642139587463,0.2405,0.0400453764735914,0.999,0.993,3.3040902788145474,0.7975851977307081,0.6424919556454168,ACTDR6,4.268780982891205,0.6424054996309081,0.5811203408144656,4.360264627730979,1.087127406986278,0.9048752966642176
ComPACT_G8.130+44.063,233.63333,2.8,0.9868000745773317,25,3,0.407,phot,REDMAPPER-DES-SDSS,0.56,0.1555317961071278,1.824556963800044,,,,,5.165146516819345,1.5018711820449937,1.9082131882705489,yact,5.165146516819345,1.9082131882705489,1.5018711820449937,5.460076579329652,1.8923086190824632,1.472149938575628
ComPACT_G346.327-22.179,285.48333,-50.44167,0.9572776556015016,64,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G347.244-52.450,332.825,-48.55833,0.9961056113243104,82,1,0.268,spec,ACTDR6,0.25,0.1246248366243011,8.28257332064762,0.2523,0.0404262998451258,1.0,0.991,3.4200000762939453,0.4799999892711639,0.5099999904632568,PSZ2,2.8912760884938686,1.5324317437448745,1.0924316233261806,3.2274590343784064,0.9892179508604168,0.7912180829158812
ComPACT_G175.344-47.267,45.40833,1.91667,0.999044954776764,58,1,0.17,spec,ACTDR6,0.16,0.1156518483873514,2.43902930637017,0.1698,0.0377630644085508,0.999,0.826,6.670869092409139,1.6619524160682175,1.3304817574845682,ACTDR6,2.793526277144604,1.2075198498990822,0.9142939574397162,3.309731335092945,0.8142077201343256,0.6792894623673338
ComPACT_G212.550-61.411,44.29167,-23.425,0.9997466206550598,69,1,0.505,spec,ACTDR5,0.5,0.1495498039491613,10.145460312234269,0.5105,0.0487614197205642,1.0,0.995,6.21999979019165,0.699999988079071,0.7400000095367432,PSZ2,7.266309589524996,0.8011817691063963,0.7431810863705912,6.990984239526298,0.80324699123112,0.7360925754652737
ComPACT_G355.074+46.195,226.03333,-2.80833,0.999750554561615,78,1,0.215,spec,MCXC2,0.24,0.1236278379313067,6.347018871955167,0.225,0.0395450110279319,0.997,0.862,6.670000076293945,0.4799999892711639,0.4799999892711639,PSZ2,7.189030246584056,0.661591525456805,0.6211739394578012,7.782477312618013,0.5621242523445112,0.5317209873349438
ComPACT_G256.416+54.314,167.81667,0.75,0.9971588850021362,63,1,0.185,spec,ACT-MCMF,0.18,0.1176458457733402,4.189070248185408,0.1899,0.0384119254058254,0.999,0.981,3.18804,0.657805,0.735715,ComPRASS,4.060457305946285,0.4309210879747325,0.40141772846767,4.002807311830808,0.5771278176773362,0.5176956471188463
ComPACT_G59.210-18.811,312.25,13.05833,0.9829325675964355,28,2,,,,0.5,0.1495498039491613,1.3591062054645175,,,,,,,,,,,,,,
ComPACT_G302.017+71.553,192.56667,8.68333,0.989697277545929,45,1,0.341,spec,ACT-MCMF,0.33,0.1326008261682564,5.701397024463978,0.349,0.0435479345932083,1.0,0.999,2.9665196179364144,0.6705873641551569,0.5469485998354097,ACTDR6,4.7978847586843765,1.1323582181824194,0.96951994858586,4.619774548486841,1.4080288563597412,1.1275432660090488
ComPACT_G266.560-27.330,93.96667,-57.775,0.9999688863754272,65,1,0.972,spec,SPT2500D,0.8,0.1794597647389936,6.044288735804784,,,,,6.769999980926514,0.4900000095367431,0.5400000214576721,PSZ2,8.393215543771847,1.0378842339715837,0.9543958363586876,8.798095564793085,0.9878268450171324,0.9069864833956124
ComPACT_G173.486-71.008,27.89167,-14.30833,0.9661980867385864,24,3,,,,0.32,0.131603827475262,1.165089125066841,,,,,,,,,,,,,,
ComPACT_G275.161+71.746,184.31667,10.74167,0.999373972415924,70,1,0.28,spec,ACT-MCMF,0.27,0.1266188340102899,7.3497080646541395,0.2875,0.0415626136313978,0.998,0.983,3.36862560396948,0.758631903239925,0.6191876442839075,ACTDR6,3.4625331254748577,1.1562852836157906,0.9302668460378488,,,
ComPACT_G35.219+41.796,244.975,19.29167,0.9523530006408693,39,1,,,,0.5700000000000001,0.1565287948001222,0.8385887325813881,,,,,,,,,,,,,,
ComPACT_G266.363+57.583,174.23333,0.1,0.9999840259552002,58,1,0.587,spec,ACTDR5,0.56,0.1555317961071278,10.096936478816694,0.5837,0.0511244358897435,1.0,0.994,5.345424,1.10306,1.26315,ComPRASS,7.153871257659563,1.0072847546846613,0.9160923134514248,7.463223691430112,1.2498883670117338,1.1024899224470976
ComPACT_G263.051+63.339,176.05,5.8,0.968121349811554,51,1,0.103,spec,REDMAPPER-DES-SDSS,0.14,0.1136578510013626,0.8951024560154683,0.1066,0.0357228646559261,0.995,0.911,2.544391,0.437962,0.475124,ComPRASS,3.312348007423548,0.3030221015446131,0.2855534884858025,2.957276681339902,0.4661473573761578,0.4140985380495594
ComPACT_G231.769+53.993,158.25833,11.53333,0.9719632863998412,25,3,0.144,spec,ACTDR6,0.16,0.1156518483873514,1.638758454216695,0.152,0.0371884511870837,0.993,0.854,3.1415915126584517,0.8898516943821468,0.6934366644961006,ACTDR6,2.421461180821674,0.6268405812833344,0.528486846271551,2.289208449265464,0.4899906960065547,0.41810103042454
ComPACT_G330.337-71.556,1.36667,-43.04167,0.8407877087593079,37,1,,,,0.16,0.1156518483873514,0.1682438531441743,,,,,,,,,,,,,,
ComPACT_G253.650-70.645,31.58333,-38.50833,0.9909852743148804,40,1,0.472,phot,ACT-MCMF,0.46,0.1455618091771837,8.135453552254038,0.4711,0.0474895230393393,1.0,0.994,5.056474405298356,4.098102683305886,5.913246932518157,PSZ-MCMF,3.750481877651848,2.580926800031345,1.6683484624715077,,,
ComPACT_G25.631-24.017,301.70833,-16.79167,0.985340416431427,62,1,0.254,phot,ACTDR6,,,,,,,,5.241697417096924,1.2563260903368003,1.0134283471299137,ACTDR6,3.143889004466722,0.6558743117226913,0.5714488120769394,4.72857422441217,0.8778176458173125,0.76429185853208
ComPACT_G83.037-79.793,5.95,-19.13333,0.8930302262306213,25,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G252.852+64.240,173.11667,9.35,0.9682209491729736,26,2,0.304,spec,REDMAPPER-DES-SDSS,0.31,0.1306068287822676,1.1085553452388632,0.3102,0.0422954068969766,0.993,0.982,2.583694877232699,0.6863330005755893,0.54228132723181,ACTDR6,4.761367723912077,0.6809770515427338,0.6187163421407075,3.6248785847121208,0.7039400384510456,0.6091762643326488
ComPACT_G45.098-43.194,326.48333,-10.1,0.9929723739624025,28,2,0.081,spec,ACT-MCMF,0.15,0.114654849694357,0.8486792571126927,0.0879,0.0351191979569691,1.0,0.99,2.799999952316284,0.2599999904632568,0.270000010728836,PSZ2,3.2728989199141045,0.2647510545251756,0.2504362890483819,3.1772893539225096,0.2601092054543531,0.244269825353158
ComPACT_G250.604-25.052,93.01667,-43.3,0.978434681892395,50,1,0.622,phot,SPT-MCMF,0.6,0.1595197908791054,9.206673836319611,0.6139,0.0520993414677382,0.999,0.997,5.090000152587891,0.6200000047683716,0.6800000071525574,PSZ2,5.649436241063698,1.2349076606191045,1.0679679553287686,5.783866799515103,0.93826923607311,0.8307504008611875
ComPACT_G172.508-33.982,53.225,12.925,0.9600329995155334,21,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G61.049-58.762,345.19167,-9.925,0.953275740146637,27,2,,,,0.65,0.1645047843440774,1.4839823561223215,,,,,,,,,,,,,,
ComPACT_G27.784-45.973,324.31667,-22.54167,0.9998112320899964,52,1,0.601,phot,RASS-MCMF,,,,,,,,5.75,0.699999988079071,0.7799999713897705,PSZ2,8.042139723493113,1.2391892971370235,1.117332389478085,7.79587940247122,1.1925431384231662,1.0629527294437988
ComPACT_G16.439-24.290,298.70833,-24.7,0.9662631750106812,21,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G204.738+15.871,113.61667,14.28333,0.99896502494812,77,1,0.344,spec,ACTDR6,,,,,,,,6.21999979019165,0.6000000238418579,0.6299999952316284,PSZ2,5.466686682717401,0.7884956151943519,0.7152830253338225,6.863550252794334,0.4908421793292988,0.4645440586007737
ComPACT_G11.688+57.928,223.30833,12.425,0.8878800272941589,35,1,,,,0.17,0.1166488470803458,0.5049867678223059,,,,,,,,,,,,,,
ComPACT_G19.439-80.980,2.83333,-28.875,0.8385151028633118,24,3,0.062,spec,PSZ2,0.32,0.131603827475262,1.045576192606391,,,,,2.609999895095825,0.1800000071525573,0.1899999976158142,PSZ2,2.681800426869649,0.1987904162199528,0.1888993953519468,2.741621849026094,0.4614450764891866,0.406782309956224
ComPACT_G228.650+53.061,156.49167,12.68333,0.9996715784072876,74,1,0.142,spec,ACTDR6,0.16,0.1156518483873514,1.5551234714442352,,,,,8.66749878359099,2.15190727297364,1.723907354376705,ACTDR6,4.49605725621531,0.4845916411843025,0.4502479721113919,,,
ComPACT_G155.963-72.162,22.68333,-11.85833,0.9995310306549072,65,1,0.62,spec,PSZ2,0.6,0.1595197908791054,4.595725836042509,0.6689,0.0538748317587882,1.0,0.997,6.46999979019165,0.7200000286102295,0.7799999713897705,PSZ2,5.857194037,2.33867876720396,1.808221873075117,6.5955912378384935,1.6999675891264825,1.4066616477953588
ComPACT_G9.274+38.198,238.9,0.075,0.9995642304420472,64,1,0.936,phot,ACTDR6,0.91,0.1904267503619321,17.40710597091518,,,,,7.212499707993349,1.2071210322769723,1.034056088912475,ACTDR6,8.844613052347588,1.1941788632355637,1.089999229888175,,,
ComPACT_G266.020-21.244,104.63333,-55.94167,0.9978083968162536,99,1,0.296,spec,SPT2500D,,,,,,,,13.100000381469728,0.2899999916553497,0.2899999916553497,PSZ2,14.262068321690302,1.21637546028662,1.1486104176430876,14.06355739899663,0.453432533719425,0.442165419580065
ComPACT_G243.082-46.661,63.30833,-39.675,0.9874346852302552,31,1,,,,0.74,0.1734777725810271,1.2710013038563628,,,,,,,,,,,,,,
ComPACT_G277.864-56.128,37.75833,-55.88333,0.8892188668251038,22,3,,,,0.5700000000000001,0.1565287948001222,0.7984730523890846,,,,,,,,,,,,,,
ComPACT_G61.962-23.397,317.6,12.43333,0.95331472158432,22,3,,,,0.2,0.119639843159329,0.4283891127016159,,,,,,,,,,,,,,
ComPACT_G295.562-60.111,19.53333,-56.63333,0.9107147455215454,22,3,0.208,spec,ACTDR6,0.23,0.1226308392383123,8.380011838686986,0.2301,0.0397096474003747,0.996,0.955,2.862566,318234400000000.0,252716700000000.0,PSZSPT,3.537305619928348,0.5875045054197112,0.5254520164911781,,,
ComPACT_G199.245-24.590,74.925,0.1,0.9989830851554872,46,1,0.978,phot,ACTDR6,,,,,,,,6.238490354560318,1.1199653288922224,0.9495053313221906,ACTDR6,4.885832292816021,2.947708241372835,2.0083739661979303,,,
ComPACT_G83.306-31.048,337.14167,20.61667,0.99969482421875,71,1,0.412,spec,RASS-MCMF,0.41,0.1405768157122116,35.5323812563107,0.4172,0.0457495425541103,1.0,0.996,8.270000457763672,0.4300000071525574,0.4399999976158142,PSZ2,,,,10.326581570959055,0.5229460524077213,0.5028098499605576
ComPACT_G247.805-35.879,77.83333,-42.80833,0.9976220726966858,45,1,0.072,phot,RASS-MCMF,0.55,0.1545347974141334,0.6021468994185297,,,,,0.646572,,,RASS-MCMF,,,,,,
ComPACT_G263.082-31.795,85.39167,-55.18333,0.9743093848228456,28,2,,,,0.63,0.1625107869580886,2.5142745176829564,,,,,,,,,,,,,,
ComPACT_G349.957-50.207,328.85833,-47.61667,0.9416034817695618,24,3,,,,0.15,0.114654849694357,0.1893739685451241,,,,,,,,,,,,,,
ComPACT_G208.882-57.151,48.125,-20.425,0.992823362350464,51,1,0.679,phot,ACT-MCMF,0.63,0.1625107869580886,3.120243876597298,0.6726,0.0539942738329134,0.994,0.918,5.870381062837877,4.676621610688137,6.929793337948752,PSZ-MCMF,,,,3.115150376606077,3.1132308993144364,1.6297698685124182
ComPACT_G154.481-36.154,39.59167,20.08333,0.999984860420227,73,1,0.427,phot,ComPRASS,0.42,0.141573814405206,31.267499434162453,0.4336,0.0462789614772597,1.0,0.996,6.483334,1.157127,1.263541,ComPRASS,,,,5.915488626026215,0.9705914346472664,0.8582228908124188
ComPACT_G209.496+41.155,139.8,19.89167,0.9799538850784302,22,3,,,,0.24,0.1236278379313067,0.8177041824796698,,,,,,,,,,,,,,
ComPACT_G356.370-76.082,359.25833,-34.75833,0.9627606868743896,69,1,0.048,spec,MCXC2,,,,,,,,2.470000028610229,0.1599999964237213,0.1500000059604644,PSZ2,2.007744207315621,0.121210510253449,0.1162555789853859,2.077944498693296,0.3658759891936556,0.3207436303840156
ComPACT_G261.124-66.149,34.58333,-43.25833,0.999472439289093,72,1,0.616,phot,ACTDR5,0.5800000000000001,0.1575257934931166,4.97111872163197,0.6237,0.0524157015559617,1.0,0.998,5.099999904632568,0.6399999856948853,0.7099999785423279,PSZ2,4.441549158730728,1.8638632673345727,1.4229630314022543,6.201659058695522,1.2374039696389076,1.0667750723621825
ComPACT_G89.307-39.831,346.59167,16.08333,0.97225159406662,34,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G247.945+57.889,166.86667,6.59167,0.9420120716094972,22,3,0.389,spec,REDMAPPER-DES-SDSS,0.55,0.1545347974141334,1.57567208659629,,,,,3.611580483008362,2.0392524348563223,1.36370923601133,yplanck,,,,3.611580483008362,2.0392524348563223,1.36370923601133
ComPACT_G70.102-31.788,328.925,12.525,0.9958043694496156,65,1,0.191,spec,RASS-MCMF,0.18,0.1176458457733402,4.488973935168001,0.1956,0.0385959307632615,1.0,0.973,4.960000038146973,0.4199999868869781,0.4399999976158142,PSZ2,4.789249007430092,0.4585730051449112,0.4300713593790993,4.310322384258195,0.5637679214202838,0.5106577761982506
ComPACT_G286.378+64.046,185.69167,2.1,0.8500804305076599,26,2,0.229,spec,MaDCoWS_II,0.22,0.1216338405453179,16.669977524889063,0.2326,0.0397903515045134,1.0,0.995,4.110000133514404,0.4900000095367431,0.5099999904632568,PSZ2,4.615979581523366,0.73202035634061,0.657890254966625,,,
ComPACT_G221.796+17.981,122.83333,0.59167,0.9962779879570008,40,1,0.38,spec,ACTDR6,0.4,0.1395798170192172,6.820696890379063,0.3953,0.0450425746018558,0.995,0.994,5.068817,0.919347,1.014297,ComPRASS,5.053063531760391,1.25400004608806,1.065326310951555,5.284159393277704,1.1682354344481565,0.9918913460167332
ComPACT_G48.917-32.962,319.025,-2.43333,0.9992596507072448,57,1,0.459,spec,ACT-MCMF,0.47,0.1465588078701781,10.454100847968984,0.4653,0.0473022895177377,1.0,0.983,5.758979,1.041442,1.165542,ComPRASS,5.895584651638815,1.593946903444157,1.3341928235286262,5.767622042228544,1.163116617714192,1.0012122412522435
ComPACT_G331.773-70.171,359.73333,-43.9,0.9973184466362,77,1,0.672,phot,SPT2500D,0.65,0.1645047843440774,2.9533449329519907,0.608,0.051908879781971,0.997,0.952,3.56342,391460300000000.0,319725300000000.0,PSZSPT,6.546767200548871,1.0287945632268776,0.925473159393055,6.889045612176929,1.5805322991297932,1.334081300341075
ComPACT_G69.503-26.009,324.175,16.05833,0.9652328491210938,21,3,0.41,phot,zCluster,0.41,0.1405768157122116,14.990394589185502,,,,,,,,,,,,,,
ComPACT_G229.222-17.235,94.08333,-21.93333,0.9773672223091124,54,1,0.171,spec,PSZ1,,,,,,,,5.25,0.3400000035762787,0.3799999952316284,PSZ2,6.694926336075918,0.4927582290211375,0.4684058407234412,6.4671153317967365,0.426524805582245,0.40536756540652
ComPACT_G176.303-52.597,42.05833,-2.275,0.999874234199524,77,1,0.238,spec,ACT-MCMF,0.24,0.1236278379313067,10.535519408680845,0.2385,0.0399808131902805,0.999,0.986,6.070000171661377,0.4399999976158142,0.4799999892711639,PSZ2,5.004798828862869,0.6464621121166337,0.5922417809293631,5.8687226288920025,0.64205299999076,0.59075864506001
ComPACT_G131.618-54.251,17.975,8.275,0.9666497707366944,27,2,,,,0.56,0.1555317961071278,0.94505324416628,,,,,,,,,,,,,,
ComPACT_G5.066-25.950,296.83333,-35.0,0.9958813190460204,37,1,0.414,phot,ACT-MCMF,,,,,,,,7.00623255299208,1.3438769187761537,1.1275917097108838,ACTDR6,,,,5.957241294166494,1.4220702533749765,1.1925137836201962
ComPACT_G251.695-24.527,94.06667,-44.125,0.9979782700538636,34,1,0.7,phot,PSZSPT,0.6900000000000001,0.1684927791160551,7.771645472955223,0.7197,0.0555147391548853,1.0,0.995,2.870023,323735900000000.0,247931300000000.0,PSZSPT,5.4584775817326205,1.1545858841321277,1.0030000747528638,4.823506846574036,1.2742730244404097,1.049681234765895
ComPACT_G346.202-48.097,326.76667,-50.55,0.9791872501373292,28,2,0.322,phot,PSZ-MCMF,0.32,0.131603827475262,6.795516206253794,0.3416,0.0433090504449579,0.999,0.97,4.340491525550985,3.4140569311111832,5.154033217052749,PSZ-MCMF,3.8974749658011087,0.7389861114412888,0.6510096102244874,4.103658782230072,0.7565537872239506,0.6593129209718394
ComPACT_G14.580-42.697,318.38333,-31.00833,0.9983301758766174,36,1,0.343,phot,ACT-MCMF,,,,,,,,7.37372214651117,1.4936468174397162,1.2420523676860689,ACTDR6,3.678262982824886,1.228663664948725,0.9884413093694576,3.66839096609656,1.467496930123516,1.1003080191573835
ComPACT_G251.713-41.696,69.80833,-46.01667,0.9982500672340392,56,1,0.32,spec,MCXC2,0.34,0.1335978248612508,13.348157202688082,,,,,3.845023,416005100000000.0,352127700000000.0,PSZSPT,5.242231231824603,0.8698567526896056,0.7787538596652962,3.538644236594597,1.260357820267088,0.9740365289960612
ComPACT_G357.829+44.262,228.775,-2.76667,0.976186752319336,35,1,0.114,spec,RASS-MCMF,0.15,0.114654849694357,1.307907086429605,0.1137,0.0359520643116798,0.989,0.984,2.7286233694994086,0.9744034347248866,0.718001819559555,ACTDR6,2.62418529686892,0.6326452122716737,0.5425394924427063,2.745875433442908,0.5210363871769171,0.4523241520342463
ComPACT_G54.597-18.192,309.23333,9.775,0.9977073669433594,51,1,0.449,spec,PSZ1_Barenna,1.29,0.2283127006957196,21.82370942917068,,,,,4.189195236846532,1.3438325617198388,1.7600810695233289,yact,4.189195236846532,1.7600810695233289,1.3438325617198388,4.515569437783205,1.0946783403890556,0.9155822505947132
ComPACT_G134.430-49.600,20.46667,12.59167,0.992746889591217,30,2,0.481,spec,ACTDR6,,,,0.4953,0.0482707387674013,1.0,0.998,4.388986413237251,0.9440272612774644,0.7769195948760425,ACTDR6,5.335472439396388,2.07112899540052,1.61135338953656,5.238360180934768,1.2225488342723356,1.0290478910933822
ComPACT_G201.501-27.327,73.55,-3.01667,0.999984622001648,65,1,0.539,spec,ACTDR6,0.53,0.1525408000281445,8.139671617117004,0.5412,0.0497524661193867,1.0,0.995,8.300000190734863,0.699999988079071,0.7300000190734863,PSZ2,8.43654157388879,0.9794499474454588,0.9050483013746338,8.317186567322533,1.39125904339819,1.22736321267287
ComPACT_G175.926-49.441,44.14167,0.10833,0.9994914531707764,54,1,0.36,spec,MCXC2,0.36,0.1355918222472396,29.24298742801158,0.3629,0.0439966494122191,1.0,0.975,5.69294898909892,4.67670383637511,6.614176351518852,PSZ-MCMF,3.6884797708661226,2.086373844991276,1.457255677967375,4.312040544921931,1.18952795950512,0.9719178140619206
ComPACT_G64.128-53.722,342.3,-5.44167,0.9910380840301514,45,1,0.24,spec,PSZ2,0.24,0.1236278379313067,13.321832211917735,0.2513,0.0403940182034704,0.998,0.983,4.420000076293945,0.4900000095367431,0.4900000095367431,PSZ2,5.044410416672861,0.6013603625700894,0.5545389580234138,4.378816238124125,0.6424902529292589,0.5752647685047894
ComPACT_G243.436+37.517,149.575,-4.625,0.9865988492965698,23,3,0.1586,phot,zaznobin,0.16,0.1156518483873514,0.6658907283692079,0.1586,0.0374015100220097,0.991,0.84,1.7475282460607946,0.627110913602275,0.4837492903919531,yplanck,,,,1.7475282460607946,0.627110913602275,0.4837492903919531
ComPACT_G238.753+44.827,153.13333,2.66667,0.9983128309249878,64,1,0.239,spec,ACTDR6,0.25,0.1246248366243011,9.111311291950884,0.2467,0.0402455226518553,0.995,0.935,5.781974974395093,1.2874638148858135,1.052994980223348,ACTDR6,2.8263989935203138,1.0800114570849273,0.8434059121847469,4.106738538860168,0.5514466058721669,0.4982307934738206
ComPACT_G192.251-21.928,73.825,6.96667,0.998828113079071,67,1,0.45,spec,MCXC2,,,,,,,,9.384568,1.236997,1.33361,ComPRASS,,,,,,
ComPACT_G12.804+49.685,230.76667,8.6,0.917033076286316,50,1,0.036,spec,PSZ1,0.16,0.1156518483873514,0.4054786322674282,,,,,1.899999976158142,0.1700000017881393,0.1800000071525573,PSZ2,1.2204413847300573,0.0755944729313646,0.0724271490303718,1.253953100579269,0.1222041609594979,0.1134383046631935
ComPACT_G39.856-39.979,321.76667,-12.16667,0.9656537175178528,53,1,0.176,spec,ACTDR5,0.17,0.1166488470803458,3.682352969190105,0.1805,0.0381084779742642,1.0,0.995,5.920000076293945,0.3700000047683716,0.3499999940395355,PSZ2,7.219382064641171,0.4841426855667637,0.4622519935668863,6.979773600460536,0.5997509295878325,0.5615231118087989
ComPACT_G0.650-16.022,283.675,-35.64167,0.995262861251831,29,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G290.328+63.736,187.31667,1.40833,0.8400514125823975,21,3,,,,0.7100000000000001,0.1704867765020439,1.0224637403454602,,,,,,,,,,,,,,
ComPACT_G305.685-67.084,11.19167,-50.00833,0.9177427291870116,23,3,,,,0.19,0.1186428444663346,0.5361760056772977,,,,,,,,,,,,,,
ComPACT_G143.872-56.126,24.39167,4.85833,0.9929376244544984,25,3,0.64,phot,MaDCoWS_II,0.6,0.1595197908791054,4.621611004387924,0.6388,0.052903154344959,0.997,0.978,5.045575910701123,1.724664213852089,2.313733094192295,yact,5.045575910701123,2.313733094192295,1.724664213852089,4.215019847614379,1.8743261380011664,1.3626994425374988
