name,RA,DEC,pmax,S,Priority,z,zType,zSource,zCluster,zCluster_err,zCluster_delta,zZazn,zZazn_err,zZazn_sig1,zZazn_sig2,M500,e_M500,E_M500,mSource,Mact,e_Mact,E_Mact,Mplanck,e_Mplanck,E_Mplanck
ComPACT_G35.497+36.353,250.43333,17.6,0.8718165159225464,43,1,,,,0.51,0.1505468026421557,0.5604906285838622,,,,,,,,,,,,,,
ComPACT_G189.616-28.696,66.84167,5.16667,0.9743966460227966,24,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G208.188-23.949,79.375,-6.76667,0.9935100674629213,28,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G212.284-39.914,66.0,-16.55,0.9014343023300172,25,3,,,,0.48,0.1475558065631725,1.6077748673992651,,,,,,,,,,,,,,
ComPACT_G37.843-20.828,303.61667,-5.21667,0.9740654826164246,26,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G221.672-58.188,48.75833,-27.30833,0.9996846914291382,65,1,0.628,phot,ACTDR5,0.6,0.1595197908791054,7.732760401419814,0.6682,0.0538522346096294,1.0,0.997,6.992180863132818,6.019001645864023,7.892728735317215,PSZ-MCMF,2.134183471150453,2.391324079649076,2.4439291057807018,2.783850703471705,2.120347532434438,1.2277971083721706
ComPACT_G31.839-63.652,343.65,-24.59167,0.993767023086548,30,2,0.758,phot,ACTDR6,,,,,,,,5.72236765935022,1.0319729616344189,0.8743012874763475,ACTDR6,4.254356175611004,3.3165362443716293,2.019089754666184,4.261301937537258,2.983571514371673,1.8095089839088616
ComPACT_G9.786+39.816,237.80833,1.33333,0.9958958625793456,47,1,0.4,phot,zCluster,0.4,0.1395798170192172,3.6591421837667832,,,,,3.592452000267763,1.8840085252772016,1.2959454135216413,yplanck,,,,3.592452000267763,1.8840085252772016,1.2959454135216413
ComPACT_G96.991-60.364,0.36667,-0.03333,0.992340087890625,27,2,0.247,spec,ACTDR6,0.24,0.1236278379313067,5.376716026230032,0.2459,0.0402196973385309,0.999,0.969,3.288150560642852,0.8135249159024037,0.6521706613840891,ACTDR6,4.164791770706289,0.5725879517113063,0.5217165157457138,3.6645029231448567,0.6042442069434518,0.5339758949736763
ComPACT_G23.134-58.707,337.45833,-27.925,0.983263373374939,25,3,0.324,spec,ACT-MCMF,,,,,,,,7.789945,1.020989,1.098795,ComPRASS,4.583829742743043,0.8512532138968225,0.7517879601573513,5.253770802934008,0.7998273098853512,0.7132895054888575
ComPACT_G25.160-78.643,0.08333,-28.08333,0.97880882024765,42,1,0.283,spec,ACTDR5,,,,,,,,4.989999771118164,0.4900000095367431,0.4900000095367431,PSZ2,6.912154121305601,0.5416112148143838,0.51354705053471,7.087937321462894,1.1957916315129478,1.0538377730619888
ComPACT_G196.611-31.517,67.78333,-1.44167,0.932454228401184,24,3,,,,0.23,0.1226308392383123,1.7906989024018856,,,,,,,,,,,,,,
ComPACT_G236.785-48.304,61.16667,-35.44167,0.9991068243980408,55,1,0.572,phot,ACTDR5,0.55,0.1545347974141334,5.690111098756039,0.5538,0.0501592148042454,0.998,0.977,6.464424763620197,5.59241615438249,7.273433695959665,PSZ-MCMF,4.097074542628654,2.963749535360088,1.8705642523092687,,,
ComPACT_G243.238+57.467,164.88333,8.21667,0.9865649938583374,52,1,0.94,phot,ACTDR6,0.76,0.175471769967016,2.660833144710027,0.7729,0.0572321224909555,1.0,0.92,3.819954639140122,0.6857775696728763,0.5814014431586038,ACTDR6,7.618592456133783,1.5576312441022913,1.3594996941859077,6.087118169483462,1.6549580171693732,1.35596355995131
ComPACT_G146.368-49.415,28.125,10.65833,0.9596630930900574,23,3,,,,0.18,0.1176458457733402,1.0163596169821068,,,,,,,,,,,,,,
ComPACT_G76.176-33.449,333.88333,14.91667,0.9294288158416748,27,2,,,,0.16,0.1156518483873514,0.2403623070357856,,,,,,,,,,,,,,
ComPACT_G2.348+59.590,219.075,9.44167,0.8686707019805908,43,1,,,,0.6,0.1595197908791054,1.009302580468915,,,,,,,,,,,,,,
ComPACT_G228.388+38.607,143.66667,5.69167,0.999893307685852,87,1,0.559,spec,ACTDR6,0.54,0.1535377987211389,9.862177459518534,0.5543,0.0501753556250731,1.0,0.995,6.210000038146973,0.8299999833106995,0.9200000166893004,PSZ2,4.855731284719993,1.92505929553922,1.491013028227698,5.537809526057621,1.2150510655475069,1.0328589820221468
ComPACT_G10.813+38.684,239.19167,1.34167,0.9523362517356871,25,3,,,,0.5,0.1495498039491613,0.7169615913546326,,,,,,,,,,,,,,
ComPACT_G23.230+58.129,226.025,17.94167,0.8249819874763489,31,1,,,,0.15,0.114654849694357,0.5249267288050425,,,,,,,,,,,,,,
ComPACT_G190.678-32.574,64.16667,2.20833,0.892082154750824,21,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G210.644-44.623,60.95833,-17.15833,0.9891674518585204,25,3,0.142,spec,PSZ2,0.15,0.114654849694357,0.880633861130504,0.1494,0.0371045189187795,0.999,0.971,3.440000057220459,0.3600000143051147,0.3499999940395355,PSZ2,3.740483254066252,0.39880286148059,0.3708248016883094,4.0740691859525,0.4424163796975906,0.407314060668985
ComPACT_G192.682-28.568,68.45833,3.00833,0.9931561350822448,29,2,,,,0.49,0.1485528052561669,1.4042441028788215,,,,,,,,,,,,,,
ComPACT_G221.003-22.274,85.975,-16.76667,0.9639330506324768,29,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G115.480-74.244,10.8,-11.49167,0.9992412328720092,50,1,0.713,phot,ACTDR6,0.65,0.1645047843440774,9.79215272074536,0.7314,0.0558924343622541,1.0,0.961,8.355880092981193,1.4728916616194512,1.2521713212724563,ACTDR6,5.429671999743412,1.849568253579376,1.4823964205523812,6.448633920668362,0.8751732080404737,0.7898909557400124
ComPACT_G9.992+54.499,225.725,9.775,0.9355376958847046,39,1,,,,0.59,0.158522792186111,1.251491470697184,,,,,,,,,,,,,,
ComPACT_G324.567+64.975,201.85,3.625,0.993488907814026,60,1,0.225,spec,ACTDR6,0.23,0.1226308392383123,6.251810674854005,0.22,0.0393836028196546,0.999,0.982,5.169771489346308,1.1511453704377297,0.9415024193792988,ACTDR6,4.858824247211072,0.6743187690608775,0.6147972078526206,5.149231326618132,0.6662647287224456,0.6041171322557282
ComPACT_G150.794-59.815,26.45,0.08333,0.8663467168807983,42,1,,,,0.43,0.1425708130982004,1.532841043777239,,,,,,,,,,,,,,
ComPACT_G217.111+15.657,118.68333,3.475,0.9884536862373352,22,3,0.7,phot,ACTDR6,0.66,0.1655017830370719,1.497338894130551,0.722,0.0555889869306929,0.997,0.927,3.399015423930888,0.7168526527290012,0.5919998352544478,ACTDR6,6.033007963748553,0.8858635492403137,0.8023977648608912,7.381994839726234,0.732936446697345,0.6794391320453725
ComPACT_G29.776+32.159,252.50833,11.60833,0.9152360558509828,24,3,,,,0.61,0.1605167895720998,0.8588376881723747,,,,,,,,,,,,,,
ComPACT_G14.772-62.561,341.70833,-32.175,0.9957006573677064,62,1,0.5,phot,SPTECS,,,,,,,,5.980000019073486,0.6499999761581421,0.7099999785423279,PSZ2,5.679762356410336,1.37908726987691,1.1745187722984614,,,
ComPACT_G251.075-78.159,24.08333,-33.99167,0.9963536262512208,41,1,0.302,spec,ACTDR5,0.31,0.1306068287822676,18.45225880289661,0.3224,0.0426892429251732,0.999,0.987,4.179999828338623,0.550000011920929,0.5799999833106995,PSZ2,1.928295788877424,2.167693573924029,1.2765338541141578,2.595613546440793,1.0656296290240816,0.7932209285634981
ComPACT_G66.547-32.428,327.34167,9.86667,0.9945921301841736,33,1,0.391,phot,ACTDR6,0.36,0.1355918222472396,2.466800291771861,,,,,4.490195254208952,1.0036191967952268,0.8202763662065994,ACTDR6,3.338015127416902,2.416300630946199,1.524558914144655,,,
ComPACT_G140.521-40.891,26.93333,20.05,0.99334055185318,42,1,0.276,phot,ComPRASS,0.3,0.1296098300892731,5.106620454933788,0.2007,0.0387605671357043,0.991,0.881,3.603482,0.893281,1.031568,ComPRASS,,,,4.21819995504749,0.8459567725872738,0.7287767467680981
ComPACT_G116.528-44.508,8.05833,18.125,0.9999359846115112,74,1,0.374,spec,RASS-MCMF,0.39,0.1385828183262228,31.49157907427869,0.4,0.0451942983176365,1.0,0.997,7.429999828338623,0.5699999928474426,0.6200000047683716,PSZ2,8.420098653765638,1.497892381901449,1.3295264476652624,9.097719498680656,1.4389383130196924,1.2777749257187376
ComPACT_G19.739+61.894,221.66667,17.85,0.9402294754981996,22,3,0.2,spec,ACT-MCMF,0.19,0.1186428444663346,1.9042009131861888,0.2078,0.0389897667914581,0.994,0.928,4.654433038693033,1.067934620657187,0.8686317408195737,ACTDR6,3.651826173171431,0.7820099725689006,0.6797182086975568,,,
ComPACT_G227.179+54.793,157.65,14.25833,0.9996178150177002,64,1,0.317,spec,REDMAPPER-DES-SDSS,0.33,0.1326008261682564,5.126413193126569,0.3241,0.0427441217159875,0.999,0.99,4.800000190734863,0.5,0.5600000023841858,PSZ2,5.701160608104042,1.1543674073874,1.0086042634898575,6.569330558905575,1.1621304042168212,1.01817408563661
ComPACT_G179.723-16.344,71.45833,19.84167,0.9212519526481628,40,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G337.065-66.011,353.78333,-45.73333,0.9996505975723268,80,1,0.547,spec,ACTDR6,0.53,0.1525408000281445,8.255142679236515,0.5509,0.0500655980434446,1.0,0.996,7.119999885559082,0.5600000023841858,0.5899999737739563,PSZ2,8.428071308877847,0.8474001026747987,0.7911319366071787,8.513110458888443,1.2909436743929812,1.151765936223975
ComPACT_G343.660-63.228,348.15833,-45.30833,0.9813288450241088,60,1,0.427,phot,ACTDR6,0.44,0.1435678117911948,8.613416314391635,0.4407,0.0465081611330135,0.989,0.962,5.488969730584809,4.565018249476639,6.330680373768299,PSZ-MCMF,4.324290283841624,1.1263860518754556,0.9493130103007112,4.390065605077849,1.262130957876611,1.0229184525787522
ComPACT_G229.018-46.026,63.21667,-29.95833,0.835639476776123,23,3,,,,0.5700000000000001,0.1565287948001222,1.6045409316833976,,,,,,,,,,,,,,
ComPACT_G231.777+31.488,139.05,-0.4,0.9993225336074828,56,1,0.318,spec,ACT-MCMF,0.33,0.1326008261682564,12.74314565272852,0.3325,0.0430152875058933,1.0,0.998,4.840000152587891,0.6299999952316284,0.6600000262260437,PSZ2,4.22147450900055,0.9305134505416868,0.8045535365209963,3.987417643925114,1.1840170196191937,0.9533329095711576
ComPACT_G136.450-45.051,22.79167,16.775,0.9784711003303528,30,2,0.37,spec,ACT-MCMF,0.36,0.1355918222472396,8.021154566907327,0.3937,0.0449909239752071,0.985,0.936,2.11339,0.549185456698337,0.434858427233413,ACT-MCMF,4.067204750939442,2.097005989191948,1.5105738569241955,0.7519402297668479,0.7505066477289306,2.942366110910166
ComPACT_G84.806-58.679,354.13333,-1.46667,0.9778653383255004,77,1,0.185,spec,MaDCoWS_II,0.18,0.1176458457733402,1.198376731672226,0.1889,0.03837964376417,0.996,0.924,3.763303872151551,3.1588251523044404,4.321846528544294,PSZ-MCMF,3.438979852949464,0.7342326375457181,0.6370317126473332,,,
ComPACT_G12.347+34.189,243.60833,-0.15,0.9956464171409608,49,1,0.397,spec,ACTDR6,0.39,0.1385828183262228,8.57341737315529,0.3909,0.0449005353785718,0.985,0.952,4.61281881680029,0.9458973285460788,0.7849389826338393,ACTDR6,3.507742060778438,2.657044128105508,1.640241332926308,3.663119659139085,1.6977245866970845,1.2183689121547756
ComPACT_G203.606+22.613,119.6,17.96667,0.9976146221160888,46,1,0.312,spec,ACTDR6,0.31,0.1306068287822676,8.164900778938097,0.3199,0.0426085388210345,0.996,0.966,3.926986478874697,0.8446556771159731,0.6951383433426231,ACTDR6,3.80855224023368,1.261945475466502,1.0183350772559665,4.015483452673949,0.9710378843927788,0.8125120966850438
ComPACT_G353.346-26.464,294.05,-45.30833,0.9991924166679382,68,1,0.279,phot,ACTDR6,,,,,,,,4.739999771118164,0.6000000238418579,0.6100000143051147,PSZ2,4.709553467113748,0.7608978388351988,0.6832571084708713,4.3700645703212,0.3249356509928806,0.3068706129774068
ComPACT_G326.351-67.341,359.8,-47.34167,0.9320087432861328,30,2,0.287,phot,PSZ-MCMF,0.15,0.114654849694357,0.3858360631892048,0.3118,0.0423470575236254,0.99,0.908,4.185516750286392,3.4287868328278748,4.874188139283884,PSZ-MCMF,4.723752894821791,0.6097084474087513,0.5586057368895025,4.547697773989035,0.7539437043772131,0.665838319215745
ComPACT_G231.738-70.561,34.59167,-31.7,0.9987963438034058,70,1,0.27,spec,ACTDR6,0.27,0.1266188340102899,20.02359646449366,0.2871,0.0415497009747356,1.0,0.996,5.130000114440918,0.5099999904632568,0.5199999809265137,PSZ2,5.624307494040476,0.6646208764052475,0.6139090368371337,6.17032723258812,0.953154583642132,0.8486562918097538
ComPACT_G140.936-52.540,23.825,8.79167,0.9976716637611388,65,1,0.619,spec,ACT-MCMF,0.6,0.1595197908791054,9.23726373057288,0.6201,0.052299487646002,1.0,0.996,7.739999771118164,0.8500000238418579,0.8999999761581421,PSZ2,8.828309703947056,1.5627608655781362,1.3884262044094189,8.026431975209144,1.91165800945401,1.6036814454269588
ComPACT_G263.994-42.554,66.51667,-54.91667,0.9992685914039612,50,1,0.642,spec,ACTDR6,0.56,0.1555317961071278,9.503071041821508,0.635,0.0527804841066683,1.0,0.999,3.738385,406523100000000.0,339915100000000.0,PSZSPT,4.896239719969136,1.3367459439170262,1.117414399948535,5.450345110774572,1.3867232939823897,1.1501276859010932
ComPACT_G323.316+63.680,201.75,2.225,0.9987949132919312,91,1,0.26,spec,ACTDR6,0.27,0.1266188340102899,15.76826639378513,0.2694,0.0409783159174341,0.999,0.99,6.420000076293945,0.4199999868869781,0.449999988079071,PSZ2,8.07327772889056,0.6266653942064775,0.5940856605758975,8.578328610574745,0.946059145382905,0.869911858772075
ComPACT_G167.635-31.985,51.5,17.15833,0.997500479221344,29,2,0.318,phot,ACTDR5,,,,,,,,3.185299805109495,0.782592315303415,0.6282406561891981,ACTDR6,,,,,,
ComPACT_G355.412-25.385,293.19167,-43.25,0.988243043422699,28,2,0.379,phot,ACTDR6,,,,,,,,4.178901226817602,0.9340407833744044,0.7634086535228132,ACTDR6,6.690040464549745,0.9138358674626362,0.8331288826862813,6.1015811706113485,0.683782563220035,0.6279215681605675
ComPACT_G180.679-74.118,26.94167,-17.975,0.9518244862556458,27,2,,,,0.17,0.1166488470803458,0.1549412676670452,,,,,,,,,,,,,,
ComPACT_G48.929-67.120,349.58333,-18.95,0.997646152973175,55,1,0.211,phot,ACTDR5,,,,,,,,6.819984354198257,1.3362772915080623,1.1173489297946888,ACTDR6,3.171517994140117,0.7090917964239206,0.6124083745660394,2.608192193389155,0.6230122249110003,0.5223862830536381
ComPACT_G17.870+36.840,243.74167,5.06667,0.999451220035553,53,1,0.53,spec,ACT-MCMF,0.52,0.1515438013351501,3.608508832883711,0.5326,0.0494748440011497,1.0,0.985,6.085250039418508,1.1023790647858265,0.9333052874859676,ACTDR6,3.4825057449480425,2.321837104530896,1.5195456117767123,,,
ComPACT_G201.723-38.899,63.425,-8.725,0.9619104266166688,24,3,0.611,spec,ACTDR6,0.56,0.1555317961071278,0.923997518563578,,,,,3.569893544810425,0.9079107289684843,0.7238245471308763,ACTDR6,4.233505059213563,4.411606248490013,2.22973355502622,4.770948056358868,2.320477843550904,1.6390444828093576
ComPACT_G208.390-20.225,82.8,-5.25,0.9544960856437684,24,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G239.408+47.960,155.91667,4.18333,0.9999923706054688,70,1,0.285,spec,MaDCoWS_II,0.3,0.1296098300892731,12.621969138196834,0.2914,0.0416885120338541,0.996,0.933,6.53000020980835,0.4399999976158142,0.4399999976158142,PSZ2,8.073670115938532,0.5125506970699925,0.4905617845145,7.814677632544638,0.5623461458786063,0.5320385676934163
ComPACT_G7.825+62.897,217.96667,13.525,0.9879531860351562,41,1,0.16,spec,ACTDR5,0.16,0.1156518483873514,3.9985313431955145,0.1691,0.037740467259392,0.997,0.94,2.183925,0.535406,0.605202,ComPRASS,2.82443163288919,0.5563306021863081,0.4890974671106162,2.8567553320375545,0.3241283927079731,0.2973440105652387
ComPACT_G309.143-72.527,10.25,-44.475,0.9991818070411682,64,1,0.349,spec,ACT-MCMF,0.35,0.1345948235542452,14.998257980751234,0.3672,0.0441354604713375,1.0,0.998,4.421127,473144400000000.0,410284400000000.0,PSZSPT,5.753525601149647,1.600675127959688,1.3332591434956425,6.394182519928869,1.2819749431829497,1.1044444684242076
ComPACT_G244.657-62.906,42.41667,-38.25,0.9410879611968994,65,1,0.463,phot,PSZ-MCMF,0.45,0.1445648104841893,3.6420801692607294,0.453,0.0469052253253756,0.99,0.983,5.267002005927882,4.299168708753758,6.137762530505457,PSZ-MCMF,4.878525380538786,1.0588578991731794,0.9166161561965588,4.270057144609964,1.0090524057993675,0.8475977297485294
ComPACT_G225.321+48.321,151.19167,12.33333,0.987038791179657,32,1,0.28,phot,zCluster,0.28,0.1276158327032843,5.448350113857955,,,,,,,,,,,,,,
ComPACT_G27.668+61.125,223.88333,21.09167,0.9343191385269164,21,3,,,,0.56,0.1555317961071278,1.0638490044555136,,,,,,,,,,,,,,
ComPACT_G178.071-42.365,50.28333,3.93333,0.964918315410614,41,1,0.177,phot,RASS-MCMF,,,,0.1801,0.038095565317602,0.989,0.98,3.2926969029345514,1.0540446255308762,0.7984485507850297,ACTDR6,,,,1.9899789543903224,1.2637014493087804,0.8037471995145975
ComPACT_G239.061-63.459,42.45,-35.66667,0.9409306049346924,36,1,0.3409,phot,zaznobin,0.32,0.131603827475262,4.816551617121154,0.3409,0.0432864532957991,0.997,0.984,3.5483077662018467,0.7727358060718362,0.9161578259562324,yact,3.5483077662018467,0.9161578259562324,0.7727358060718362,2.0885189310032333,0.6280275091721653,0.5043470681492769
ComPACT_G348.072-26.594,292.775,-49.95,0.8923392295837402,22,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G280.261-53.827,38.68333,-58.51667,0.9989840388298036,69,1,0.415,spec,ACT-MCMF,0.41,0.1405768157122116,6.355123783931239,0.4168,0.0457366298974481,0.999,0.993,4.789999961853027,0.5299999713897705,0.5699999928474426,PSZ2,4.284014837735668,1.290470007804463,1.060337067011135,5.528846119029158,0.9175559842964632,0.8102307176505193
ComPACT_G352.840-49.307,326.95833,-46.00833,0.9076430797576904,25,3,0.059,spec,MCXC2,0.16,0.1156518483873514,0.2205840728872719,0.0666,0.0344315989897079,0.995,0.931,1.5450560939306222,1.2478456795065993,1.815913946694616,PSZ-MCMF,1.521872626752997,0.2031712814544593,0.1856032847430406,1.6531301410493344,0.1315703860218315,0.1237690071829453
ComPACT_G229.000+58.859,161.85833,15.24167,0.9773359298706056,37,1,0.21,spec,REDMAPPER-DES-SDSS,0.19,0.1186428444663346,7.347935518427947,0.2153,0.039231879103874,0.999,0.997,2.774800062179565,0.4000000059604645,0.4000000059604645,MCXC2,4.166597816793929,0.7490502702028331,0.6653069025774144,3.93830473670974,0.7676440779868737,0.6639640744094688
ComPACT_G2.248-77.448,359.99167,-32.94167,0.989400327205658,27,2,0.686,phot,ACTDR5,,,,,,,,3.3779472650745324,0.6983047462199887,0.5786778150974081,ACTDR6,5.712016654966548,1.2480501941823077,1.079685074612185,6.900065952364135,1.215572397802691,1.0655559493552562
ComPACT_G212.654+26.904,127.05833,12.13333,0.965691328048706,39,1,,,,0.13,0.1126608523083682,0.1847281339093054,,,,,,,,,,,,,,
ComPACT_G245.488-53.822,53.8,-40.6,0.9827925562858582,80,1,0.576,phot,ACTDR6,0.51,0.1505468026421557,7.131313467275895,0.5343,0.049529722791964,1.0,0.999,4.090356641242355,0.798067913291355,0.66777800350141,ACTDR6,4.712277819494516,5.289000882100222,2.7069487059878945,,,
ComPACT_G288.668+59.720,185.71667,-2.35833,0.9898561239242554,42,1,0.82,phot,MaDCoWS_II,0.64,0.1635077856510831,0.8309514794715018,0.8187,0.0587106216787753,0.989,0.816,5.988708908336971,2.430496096645229,3.53897263153231,yact,5.988708908336971,3.53897263153231,2.430496096645229,,,
ComPACT_G69.514-29.056,326.51667,14.01667,0.9816837310791016,32,1,0.393,spec,ACTDR6,0.4,0.1395798170192172,8.681505137450198,0.3934,0.0449812394827105,0.991,0.965,5.829999923706055,0.7099999785423279,0.7400000095367432,PSZ2,6.239043083138365,1.3750391927268288,1.1877956855164788,6.278021816480985,1.988436354229684,1.5791975734976
ComPACT_G96.041-71.233,4.35833,-10.15833,0.9454750418663024,24,3,0.557,spec,ACTDR6,0.51,0.1505468026421557,9.463240307144543,0.5572,0.0502689723858739,1.0,0.998,3.3269954369198325,0.8490198154943557,0.6764067852413294,ACTDR6,6.223152526062455,1.7514161129680688,1.4558744732366935,6.107548691998702,1.3559444043865263,1.1505115603272762
ComPACT_G10.538-56.935,335.09167,-34.55,0.9874452352523804,25,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G341.811+51.905,215.7,-3.93333,0.9855207800865172,34,1,0.273,spec,ACTDR6,0.26,0.1256218353172955,4.929621110883414,0.2669,0.0408976118132955,0.995,0.99,3.2340816118081657,0.8449874291798313,0.6699465685576343,ACTDR6,,,,3.779504761769005,0.7734205512415525,0.6643588445172594
ComPACT_G328.136-67.797,359.31667,-46.59167,0.9183160066604614,22,3,,,,0.14,0.1136578510013626,0.1331203397766458,,,,,,,,,,,,,,
ComPACT_G255.762+53.239,166.825,0.18333,0.9635695219039916,28,2,0.528,spec,MaDCoWS_II,0.51,0.1505468026421557,6.46663275781205,0.5337,0.0495103538069707,0.986,0.983,2.7323960847671818,0.7020253450825291,0.5585253130670025,ACTDR6,5.273981477872042,3.08320594114556,2.126967995371381,5.891106847989719,0.8794303744710088,0.785958819782975
ComPACT_G242.948-35.066,78.25,-38.78333,0.9978931546211244,61,1,0.329,phot,MARD-Y3,0.34,0.1335978248612508,14.866320343580115,0.3363,0.043137957744184,1.0,0.999,4.593911966413656,3.80127746849291,5.315506096983401,PSZ-MCMF,3.9054291658345512,1.4590451588055209,1.1454094854782344,4.809976083780155,1.330617352719461,1.0866094704431362
ComPACT_G204.023-60.662,43.70833,-19.26667,0.8943712711334229,22,3,,,,0.11,0.1106668549223794,0.1423029027673479,,,,,,,,,,,,,,
ComPACT_G181.875-15.511,73.48333,18.69167,0.8736391663551331,22,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G227.528+60.970,163.475,16.85,0.9899120926856996,35,1,0.085,spec,ACTDR5,0.3,0.1296098300892731,0.9816602958393889,,,,,3.530650961031633,1.175515307731335,0.8818928218700643,ACTDR6,2.0376362347452,0.2825771731662406,0.25853219969956,2.3477087300340047,0.3510645219202009,0.313693477310114
ComPACT_G31.496+44.509,241.3,17.68333,0.9657471179962158,55,1,0.037,spec,RASS-MCMF,0.51,0.1505468026421557,1.2186516809757495,,,,,0.258724,,,RASS-MCMF,0.9052363895037684,0.1757641348411478,0.1543882470836668,1.0423668142306008,0.1510957793769884,0.1354600553313468
ComPACT_G39.785+17.099,270.4,13.625,0.9873045086860656,36,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G227.959+53.862,157.01667,13.425,0.8215224742889404,22,3,0.414,spec,ACTDR6,0.42,0.141573814405206,24.491216116308227,0.4038,0.0453169685559272,0.999,0.998,2.623263304627603,0.6648872560152491,0.530442359086606,ACTDR6,5.194047517383019,1.4955947057302994,1.2392307529732187,4.778303370534091,1.2673920814697144,1.043241003725462
ComPACT_G208.827-20.024,83.16667,-5.525,0.9448537230491638,34,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G337.267-36.053,308.55,-59.6,0.991664469242096,41,1,0.894,phot,ACTDR5,0.8300000000000001,0.1824507608179768,9.743690741413202,,,,,3.681915,400139700000000.0,334832900000000.0,PSZSPT,7.990903711874909,1.355488333530939,1.209775452758415,7.341393477576181,1.1482118992595212,1.0209068710778588
ComPACT_G214.321-53.125,53.24167,-22.19167,0.9899532198905944,29,2,,,,0.67,0.1664987817300663,1.1352229513639522,,,,,,,,,,,,,,
ComPACT_G274.437-87.998,13.95,-28.88333,0.9970332384109496,50,1,0.601,spec,ACTDR6,0.59,0.158522792186111,6.012012079555413,0.6049,0.0518088066928391,1.0,0.992,6.23650589592874,5.244761989845065,7.141748697493165,PSZ-MCMF,6.754874641303251,1.0112712324739062,0.914371670653015,6.92527428015509,1.8875911701522967,1.54582718376787
ComPACT_G350.682+65.141,211.24167,9.33333,0.9733526110649108,54,1,,,,0.5700000000000001,0.1565287948001222,0.9928215202230224,,,,,,,,,,,,,,
ComPACT_G230.737+27.722,135.38333,-1.65,0.9915788173675536,58,1,0.294,spec,ACTDR6,0.33,0.1326008261682564,4.603019951020872,0.3262,0.0428119131634639,0.999,0.995,5.150000095367432,0.5899999737739563,0.6399999856948853,PSZ2,4.786658964913247,0.9210525951569776,0.8099399364107875,5.484641110265813,0.7511704242225531,0.6773582960346044
ComPACT_G254.883-20.781,100.325,-45.89167,0.8717541098594666,26,2,0.094,spec,RASS-MCMF,,,,,,,,0.974105,,,RASS-MCMF,1.5532040412546952,0.345219785025499,0.2994689481858887,1.3386730738883923,0.2060106698527755,0.183501986553118
ComPACT_G126.833-59.086,14.86667,3.725,0.9927181005477904,48,1,0.272,spec,ACTDR5,0.28,0.1276158327032843,7.89622859671373,0.2782,0.0412623943640021,0.996,0.985,4.12520872621052,3.118021604833541,4.998684553123845,PSZ-MCMF,4.451956822592205,1.112955327899315,0.9451061394325724,4.289534900159717,1.3997331780263769,1.1043029601091712
ComPACT_G276.492+59.695,179.875,-0.48333,0.9833984375,34,1,1.22,phot,MaDCoWS_II,0.24,0.1236278379313067,0.8631898962677353,,,,,,,,,,,,,,
ComPACT_G318.922-66.819,3.325,-49.10833,0.9999080896377563,68,1,0.407,spec,ACTDR6,0.39,0.1385828183262228,35.066833586823286,0.4079,0.0454493232867145,0.999,0.992,5.171308,547034100000000.0,486527700000000.0,PSZSPT,5.180090832973966,0.918825627949725,0.8158199897915375,5.837552634396522,1.0542780795826232,0.92124013072291
ComPACT_G220.064+42.529,144.2,13.10833,0.8044455051422119,31,1,,,,0.32,0.131603827475262,0.5081768390740242,,,,,,,,,,,,,,
ComPACT_G282.376+65.182,184.36667,3.675,0.913718581199646,26,2,0.077,spec,PSZ1,0.14,0.1136578510013626,0.206951316485251,0.0842,0.0349997558828439,0.999,0.961,4.808041380999943,1.5831313925423809,1.1909803594129706,ACTDR6,4.714909268725976,0.26481893282799,0.2547202568329162,4.875751442780141,0.6838397502298181,0.6151691527454294
ComPACT_G213.485-34.315,71.76667,-15.31667,0.9992371797561646,51,1,0.397,phot,ACTDR6,,,,,,,,9.58071982077255,1.8772034755356264,1.5696527268150038,ACTDR6,6.636828387077853,1.2519309316110423,1.1044857723557489,5.83051921747186,1.3709480803342775,1.152540189073785
ComPACT_G261.542+74.255,182.15833,14.93333,0.9993984699249268,53,1,0.879,phot,ACT-MCMF,0.8400000000000001,0.1834477595109712,5.081448560473968,,,,,5.878640843281196,0.9981171095420276,0.8532468420125932,ACTDR6,5.320315456148969,2.1871172595005244,1.6782373520692977,4.320400898079939,4.318370203765566,2.09721561729394
ComPACT_G228.714-24.483,86.56667,-24.15833,0.9879077076911926,24,3,0.34,phot,ACTDR6,0.32,0.131603827475262,4.929135774190647,0.3369,0.0431573267291773,1.0,0.986,4.105472423471514,3.1935551031912253,4.920961173435416,PSZ-MCMF,3.534628664764948,1.6870229459394956,1.2424253540171812,2.980967955136594,1.7424397412745307,1.1489622391222607
ComPACT_G15.987-44.071,320.15833,-30.23333,0.948082447052002,23,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G287.936-64.595,23.09167,-51.325,0.9809488654136658,21,3,,,,0.15,0.114654849694357,0.784065771523617,,,,,,,,,,,,,,
